scaffold,start,end,mid,sites,pi_Meadow,pi_Lake,dxy_Meadow_Lake,Fst_Meadow_Lake,INFO
NC_045548.1,36345355,36345355,36345355,1,0.1023,0.0714,0.0864,-0.0156,PRKDC
NC_045548.1,36350340,36350340,36350340,1,0.0172,0.1071,0.064,0.0639,PRKDC
NC_045548.1,36360290,36360290,36360290,1,0.0568,0.0365,0.0466,-0.0009,PRKDC
NC_045548.1,36364839,36364839,36364839,1,0.0383,0.0636,0.0509,-0.0021,PRKDC
NC_045548.1,36369042,36369042,36369042,1,0.1266,0.0176,0.0752,0.0332,PRKDC
NC_045548.1,36369954,36369954,36369954,1,0.2917,0.2451,0.2683,0.0003,PRKDC
NC_045548.1,36370742,36370742,36370742,1,0.0937,0.0275,0.0615,0.0058,PRKDC
NC_045548.1,36372765,36372765,36372765,1,0.0365,0.1461,0.0945,0.0185,PRKDC
NC_045548.1,36374510,36374510,36374510,1,0.0,0.0369,0.0187,0.0061,PRKDC
NC_045548.1,36379763,36379763,36379763,1,0.066,0.0365,0.0512,0.0003,PRKDC
NC_045548.1,36380534,36380534,36380534,1,0.0181,0.0431,0.0306,-0.0023,PRKDC
NC_045548.1,36380689,36380689,36380689,1,0.2489,0.0614,0.1673,0.0419,PRKDC
NC_045548.1,36399432,36399432,36399432,1,0.0764,0.075,0.0754,-0.0023,PRKDC
NC_045548.1,36411215,36411215,36411215,1,0.0383,0.1457,0.0951,0.0157,PRKDC
NC_045548.1,36413531,36413531,36413531,1,0.2956,0.2432,0.2696,0.001,PRKDC
NC_045548.1,36414054,36414054,36414054,1,0.0591,0.0471,0.0529,-0.0021,PRKDC
NC_045548.1,51973149,51973149,51973149,1,0.2119,0.4324,0.3573,0.0702,DECR1
NC_045548.1,53659523,53659523,53659523,1,0.1147,0.1064,0.11,-0.0013,RAD54B
NC_045548.1,53660232,53660232,53660232,1,0.1207,0.304,0.2262,0.0286,RAD54B
NC_045548.1,53660258,53660258,53660258,1,0.379,0.4212,0.4005,-0.0001,RAD54B
NC_045548.1,53660321,53660321,53660321,1,0.0383,0.0,0.0194,0.0087,RAD54B
NC_045548.1,53660338,53660338,53660338,1,0.4624,0.4997,0.5101,0.0287,RAD54B
NC_045548.1,53660342,53660342,53660342,1,0.1207,0.3061,0.2276,0.0275,RAD54B
NC_045548.1,53664004,53664004,53664004,1,0.1103,0.309,0.226,0.0366,RAD54B
NC_045548.1,53666684,53666684,53666684,1,0.0396,0.0,0.02,0.0877,RAD54B
NC_045548.1,53668476,53668476,53668476,1,0.1103,0.309,0.226,0.0366,RAD54B
NC_045548.1,53668495,53668495,53668495,1,0.1239,0.309,0.2308,0.0256,RAD54B
NC_045548.1,53668500,53668500,53668500,1,0.1229,0.309,0.2304,0.024,RAD54B
NC_045548.1,53668507,53668507,53668507,1,0.1218,0.3112,0.2316,0.0213,RAD54B
NC_045548.1,53668653,53668653,53668653,1,0.1355,0.3061,0.233,0.0209,RAD54B
NC_045548.1,53672157,53672157,53672157,1,0.0,0.0275,0.0139,0.0129,RAD54B
NC_045548.1,53672176,53672176,53672176,1,0.1199,0.309,0.2293,0.0348,RAD54B
NC_045548.1,54454065,54454065,54454065,1,0.4862,0.4589,0.4717,-0.0023,LOC116512557
NC_045548.1,56988266,56988266,56988266,1,0.3142,0.2205,0.2697,-0.0013,ATP6V1C1
NC_045548.1,67204953,67204953,67204953,1,0.1344,0.1292,0.1312,-0.0026,NDUFB9
NC_045548.1,67207881,67207881,67207881,1,0.0585,0.1466,0.1045,0.0008,NDUFB9
NC_045548.1,67207883,67207883,67207883,1,0.0585,0.1549,0.1091,0.0023,NDUFB9
NC_045548.1,69067706,69067706,69067706,1,0.2088,0.3685,0.3024,0.0226,MYC
NC_045548.1,69067936,69067936,69067936,1,0.1977,0.053,0.1314,0.014,MYC
NC_045548.1,69070904,69070904,69070904,1,0.0776,0.0,0.04,0.106,MYC
NC_045548.1,75263490,75263490,75263490,1,0.4835,0.502,0.4973,0.0045,CATSPER2
NC_045548.1,75263536,75263536,75263536,1,0.4065,0.4227,0.413,-0.0019,CATSPER2
NC_045548.1,75263761,75263761,75263761,1,0.4065,0.4227,0.413,-0.0019,CATSPER2
NC_045548.1,75264166,75264166,75264166,1,0.0,0.0802,0.0417,0.0175,CATSPER2
NC_045548.1,75264298,75264298,75264298,1,0.4065,0.4227,0.413,-0.0019,CATSPER2
NC_045548.1,75264318,75264318,75264318,1,0.4065,0.4227,0.413,-0.0019,CATSPER2
NC_045548.1,80157548,80157548,80157548,1,0.3952,0.3744,0.3833,-0.0025,HSF1
NC_045548.1,80157606,80157606,80157606,1,0.3323,0.3245,0.327,-0.0022,HSF1
NC_045548.1,80157681,80157681,80157681,1,0.3204,0.3103,0.3139,-0.0024,HSF1
NC_045548.1,80157711,80157711,80157711,1,0.3272,0.1421,0.25,0.0309,HSF1
NC_045548.1,80158400,80158400,80158400,1,0.0438,0.0502,0.0468,-0.0023,HSF1
NC_045548.1,80158407,80158407,80158407,1,0.0764,0.0188,0.0483,0.0076,HSF1
NC_045548.1,80167631,80167631,80167631,1,0.0907,0.0197,0.0563,0.0064,HSF1
NC_045548.1,80367301,80367301,80367301,1,0.178,0.1489,0.1631,-0.0015,LOC116512786
NC_045548.1,80368246,80368246,80368246,1,0.0828,0.0286,0.0562,-0.0106,LOC116512786
NC_045548.1,80368312,80368312,80368312,1,0.0476,0.0094,0.0288,0.0113,LOC116512786
NC_045549.1,10039567,10039567,10039567,1,0.0,0.0681,0.0349,-0.094,PRKG2
NC_045549.1,10040661,10040661,10040661,1,0.0383,0.0,0.0194,0.018,PRKG2
NC_045549.1,10040716,10040716,10040716,1,0.393,0.4401,0.4179,0.001,PRKG2
NC_045549.1,10040737,10040737,10040737,1,0.3719,0.2934,0.3356,0.0046,PRKG2
NC_045549.1,10113089,10113089,10113089,1,0.4347,0.4892,0.47,0.0072,PRKG2
NC_045549.1,21839654,21839654,21839654,1,0.036,0.1299,0.0849,0.0423,NFKB1
NC_045549.1,21857099,21857099,21857099,1,0.4131,0.4663,0.4419,0.007,NFKB1
NC_045549.1,26335775,26335775,26335775,1,0.2927,0.3058,0.2968,-0.0021,ALPK1
NC_045549.1,26342544,26342544,26342544,1,0.0484,0.0149,0.0317,-0.0113,ALPK1
NC_045549.1,26342803,26342803,26342803,1,0.0508,0.085,0.0677,0.012,ALPK1
NC_045549.1,26343573,26343573,26343573,1,0.0359,0.0755,0.0559,0.0008,ALPK1
NC_045549.1,26343575,26343575,26343575,1,0.3375,0.2998,0.3182,-0.0006,ALPK1
NC_045549.1,26343713,26343713,26343713,1,0.1197,0.0749,0.0975,0.0005,ALPK1
NC_045549.1,26343982,26343982,26343982,1,0.0288,0.0,0.0146,0.0061,ALPK1
NC_045549.1,26345741,26345741,26345741,1,0.1747,0.0624,0.1221,0.0155,ALPK1
NC_045549.1,48821211,48821211,48821211,1,0.1516,0.2732,0.2171,0.0328,CASP3
NC_045549.1,67605568,67605568,67605568,1,0.4507,0.4661,0.4569,-0.0019,SPATA18
NC_045549.1,67607785,67607785,67607785,1,0.1229,0.0795,0.1013,0.0039,SPATA18
NC_045549.1,67615233,67615233,67615233,1,0.3074,0.3263,0.3145,-0.0025,SPATA18
NC_045549.1,68407046,68407046,68407046,1,0.1089,0.1487,0.1288,-0.0006,CCKAR
NC_045549.1,68407081,68407081,68407081,1,0.0,0.0365,0.0185,0.0105,CCKAR
NC_045549.1,68407130,68407130,68407130,1,0.3411,0.3611,0.3499,-0.0019,CCKAR
NC_045549.1,68407143,68407143,68407143,1,0.3643,0.3598,0.3604,-0.0023,CCKAR
NC_045549.1,68407153,68407153,68407153,1,0.3643,0.3624,0.3617,-0.0024,CCKAR
NC_045549.1,68411484,68411484,68411484,1,0.4955,0.5012,0.4975,-0.0009,CCKAR
NC_045549.1,68411564,68411564,68411564,1,0.2549,0.29,0.2719,-0.0009,CCKAR
NC_045549.1,68411607,68411607,68411607,1,0.2568,0.279,0.267,-0.002,CCKAR
NC_045549.1,68411682,68411682,68411682,1,0.2902,0.2909,0.2892,-0.0023,CCKAR
NC_045549.1,77436565,77436565,77436565,1,0.4167,0.3884,0.4004,-0.0043,FOXJ2
NC_045549.1,77441213,77441213,77441213,1,0.0195,0.098,0.0602,0.0115,FOXJ2
NC_045549.1,77441302,77441302,77441302,1,0.3811,0.3361,0.3588,-0.0003,FOXJ2
NC_045550.1,8677954,8677954,8677954,1,0.4604,0.477,0.4658,-0.0019,BTBD16
NC_045550.1,10982944,10982944,10982944,1,0.4484,0.4684,0.4559,-0.0013,PRDX3
NC_045550.1,10982966,10982966,10982966,1,0.0526,0.0575,0.0546,-0.0008,PRDX3
NC_045550.1,10982983,10982983,10982983,1,0.4494,0.451,0.4472,-0.0032,PRDX3
NC_045550.1,10983718,10983718,10983718,1,0.0297,0.0,0.015,0.049,PRDX3
NC_045550.1,25921051,25921051,25921051,1,0.3537,0.5015,0.5091,0.0864,PYROXD2
NC_045550.1,25923104,25923104,25923104,1,0.0176,0.0652,0.0419,0.0058,PYROXD2
NC_045550.1,25925545,25925545,25925545,1,0.3524,0.5016,0.5096,0.0883,PYROXD2
NC_045550.1,25926563,25926563,25926563,1,0.3483,0.1415,0.2654,0.0402,PYROXD2
NC_045550.1,26259961,26259961,26259961,1,0.144,0.0717,0.109,0.0057,SLC25A28
NC_045550.1,26289498,26289498,26289498,1,0.0717,0.2245,0.1557,0.0322,LOC116514227
NC_045550.1,26292264,26292264,26292264,1,0.0288,0.0,0.0146,0.0061,LOC116514227
NC_045550.1,26292856,26292856,26292856,1,0.0,0.0454,0.0231,0.0081,LOC116514227
NC_045550.1,26292877,26292877,26292877,1,0.1016,0.063,0.0823,0.0006,LOC116514227
NC_045550.1,26292883,26292883,26292883,1,0.0097,0.0543,0.0324,0.005,LOC116514227
NC_045550.1,26294438,26294438,26294438,1,0.3125,0.4999,0.4736,0.0862,LOC116514227
NC_045550.1,26663815,26663815,26663815,1,0.1188,0.0717,0.0955,0.0015,KLHL24
NC_045550.1,28494816,28494816,28494816,1,0.3034,0.0255,0.1927,0.0294,GIGYF2
NC_045550.1,28520126,28520126,28520126,1,0.3287,0.4881,0.549,0.1465,GIGYF2
NC_045550.1,28520200,28520200,28520200,1,nan,nan,nan,nan,GIGYF2
NC_045550.1,28520314,28520314,28520314,1,0.1522,0.0442,0.1014,0.0245,GIGYF2
NC_045550.1,28520735,28520735,28520735,1,0.3278,0.4903,0.5453,0.142,GIGYF2
NC_045550.1,32708138,32708138,32708138,1,0.0734,0.4458,0.344,0.1728,D2HGDH
NC_045550.1,32708150,32708150,32708150,1,0.1027,0.4458,0.3494,0.1543,D2HGDH
NC_045550.1,32718247,32718247,32718247,1,0.1608,0.4911,0.4392,0.1499,D2HGDH
NC_045550.1,60481695,60481695,60481695,1,0.4147,0.3127,0.3707,0.0045,NDUFB5
NC_045550.1,60485679,60485679,60485679,1,0.1103,0.1778,0.145,0.0018,NDUFB5
NC_045551.1,3625191,3625191,3625191,1,0.4623,0.4987,0.4878,0.0075,PLA2G4A
NC_045551.1,3626698,3626698,3626698,1,0.3817,0.3226,0.3534,0.0018,PLA2G4A
NC_045551.1,3626704,3626704,3626704,1,0.4189,0.3473,0.3867,0.0048,PLA2G4A
NC_045551.1,3626710,3626710,3626710,1,0.4189,0.3473,0.3867,0.0048,PLA2G4A
NC_045551.1,3644394,3644394,3644394,1,0.3647,0.247,0.3134,0.0161,PLA2G4A
NC_045551.1,3648975,3648975,3648975,1,0.1025,0.092,0.0968,-0.0014,PLA2G4A
NC_045551.1,12002316,12002316,12002316,1,0.205,0.0474,0.134,0.0279,PRDX6
NC_045551.1,19188461,19188461,19188461,1,0.3352,0.2111,0.2803,0.0134,RPS6KA3
NC_045551.1,71238088,71238088,71238088,1,0.0603,0.0,0.031,0.0128,MAPK8
NC_045552.1,245814,245814,245814,1,0.2335,0.3723,0.314,0.0203,AKT2
NC_045552.1,245823,245823,245823,1,0.0,0.0273,0.0138,0.0126,AKT2
NC_045552.1,245871,245871,245871,1,0.3624,0.4765,0.4403,0.0251,AKT2
NC_045552.1,246277,246277,246277,1,0.4333,0.4896,0.4702,0.0124,AKT2
NC_045552.1,248465,248465,248465,1,0.0288,0.0093,0.0191,0.0008,AKT2
NC_045552.1,413046,413046,413046,1,0.2452,0.2397,0.2407,-0.0048,LOC116515749
NC_045552.1,413076,413076,413076,1,0.2696,0.2055,0.2378,-0.0075,LOC116515749
NC_045552.1,413142,413142,413142,1,0.2767,0.2844,0.2789,-0.0025,LOC116515749
NC_045552.1,413178,413178,413178,1,0.2285,0.0997,0.1694,-0.0091,LOC116515749
NC_045552.1,413581,413581,413581,1,0.1045,0.1585,0.1319,0.006,LOC116515749
NC_045552.1,413808,413808,413808,1,0.0,0.0591,0.0303,-0.0065,LOC116515749
NC_045552.1,413828,413828,413828,1,0.0,0.0897,0.0465,-0.0408,LOC116515749
NC_045552.1,413861,413861,413861,1,0.066,0.1137,0.0901,0.0012,LOC116515749
NC_045552.1,413916,413916,413916,1,0.0193,0.131,0.0784,0.0171,LOC116515749
NC_045552.1,413918,413918,413918,1,0.0817,0.025,0.054,-0.0118,LOC116515749
NC_045552.1,414866,414866,414866,1,0.2569,0.3147,0.2864,0.0009,LOC116515749
NC_045552.1,415316,415316,415316,1,nan,nan,nan,nan,LOC116515749
NC_045552.1,415326,415326,415326,1,nan,nan,nan,nan,LOC116515749
NC_045552.1,416273,416273,416273,1,0.3135,0.3716,0.3433,0.0018,LOC116515749
NC_045552.1,416285,416285,416285,1,0.0234,0.1119,0.0695,0.0259,LOC116515749
NC_045552.1,416316,416316,416316,1,0.132,0.2654,0.2051,0.0194,LOC116515749
NC_045552.1,416340,416340,416340,1,0.0836,0.2097,0.1515,0.0079,LOC116515749
NC_045552.1,416651,416651,416651,1,0.2532,0.299,0.2758,0.0022,LOC116515749
NC_045552.1,416777,416777,416777,1,0.1906,0.0394,0.1218,0.0417,LOC116515749
NC_045552.1,416780,416780,416780,1,0.0398,0.1309,0.0874,0.0015,LOC116515749
NC_045552.1,416784,416784,416784,1,0.0603,0.0,0.0309,0.018,LOC116515749
NC_045552.1,416790,416790,416790,1,0.0,0.0666,0.0343,0.0247,LOC116515749
NC_045552.1,418117,418117,418117,1,0.2088,0.2439,0.2256,-0.0037,LOC116515749
NC_045552.1,418224,418224,418224,1,0.0561,0.0306,0.0433,-0.0096,LOC116515749
NC_045552.1,421933,421933,421933,1,0.1654,0.1764,0.1701,-0.0026,LOC116515748
NC_045552.1,422704,422704,422704,1,0.0579,0.0,0.0297,0.0183,LOC116515748
NC_045552.1,423355,423355,423355,1,0.1093,0.1197,0.114,-0.002,LOC116515748
NC_045552.1,423604,423604,423604,1,0.0097,0.0548,0.0326,0.0019,LOC116515748
NC_045552.1,423875,423875,423875,1,0.0558,0.1535,0.1071,0.0069,LOC116515748
NC_045552.1,423991,423991,423991,1,0.0,0.0454,0.0231,0.0081,LOC116515748
NC_045552.1,1884275,1884275,1884275,1,0.2345,0.2794,0.2564,0.0016,FOXA3
NC_045552.1,1884906,1884906,1884906,1,0.0658,0.2509,0.1703,0.0339,FOXA3
NC_045552.1,1884938,1884938,1884938,1,0.0085,0.0474,0.0282,0.005,FOXA3
NC_045552.1,2098686,2098686,2098686,1,0.042,0.0954,0.0692,-0.0008,NFKBIB
NC_045552.1,2098756,2098756,2098756,1,0.0335,0.0,0.0169,0.0148,NFKBIB
NC_045552.1,2100600,2100600,2100600,1,0.0985,0.0551,0.077,-0.0009,NFKBIB
NC_045552.1,2104044,2104044,2104044,1,0.1245,0.2353,0.1831,0.0269,NFKBIB
NC_045552.1,2104168,2104168,2104168,1,0.5007,0.4136,0.4821,0.0204,NFKBIB
NC_045552.1,2112450,2112450,2112450,1,0.4583,0.4463,0.4507,-0.0018,SIRT2
NC_045552.1,2115129,2115129,2115129,1,0.0,0.0461,0.0234,0.0543,SIRT2
NC_045552.1,2116598,2116598,2116598,1,0.0085,0.0713,0.0408,0.008,SIRT2
NC_045552.1,2116608,2116608,2116608,1,0.0085,0.0858,0.0486,0.015,SIRT2
NC_045552.1,2890856,2890856,2890856,1,0.2483,0.351,0.3047,0.0085,CATSPERG
NC_045552.1,2890906,2890906,2890906,1,0.2073,0.2997,0.2564,0.0071,CATSPERG
NC_045552.1,2890912,2890912,2890912,1,0.2073,0.2997,0.2564,0.0071,CATSPERG
NC_045552.1,2892063,2892063,2892063,1,0.1951,0.2913,0.2465,0.0085,CATSPERG
NC_045552.1,2892076,2892076,2892076,1,0.1993,0.2913,0.2483,0.0058,CATSPERG
NC_045552.1,2892112,2892112,2892112,1,0.1993,0.2852,0.2447,0.0048,CATSPERG
NC_045552.1,2892124,2892124,2892124,1,0.1993,0.2913,0.2483,0.0058,CATSPERG
NC_045552.1,2893974,2893974,2893974,1,0.2069,0.2934,0.2527,0.0041,CATSPERG
NC_045552.1,2893975,2893975,2893975,1,0.3842,0.4227,0.4034,0.0004,CATSPERG
NC_045552.1,2893980,2893980,2893980,1,0.2069,0.2934,0.2527,0.0041,CATSPERG
NC_045552.1,2893982,2893982,2893982,1,0.2086,0.2934,0.2534,0.0046,CATSPERG
NC_045552.1,2893989,2893989,2893989,1,0.2086,0.2934,0.2534,0.0046,CATSPERG
NC_045552.1,2894907,2894907,2894907,1,0.2114,0.2556,0.2331,0.0015,CATSPERG
NC_045552.1,2906216,2906216,2906216,1,0.2295,0.2945,0.2626,0.0033,CATSPERG
NC_045552.1,2918552,2918552,2918552,1,0.2028,0.2913,0.2497,0.0069,CATSPERG
NC_045552.1,6958739,6958739,6958739,1,0.3631,0.2619,0.318,0.0086,LOC116515182
NC_045552.1,6958748,6958748,6958748,1,0.129,0.2502,0.1947,0.0108,LOC116515182
NC_045552.1,18526717,18526717,18526717,1,0.0,0.0713,0.0369,0.0289,RPS6KA1
NC_045552.1,18535901,18535901,18535901,1,0.0928,0.2354,0.1709,0.0177,RPS6KA1
NC_045552.1,37400235,37400235,37400235,1,0.3103,0.0893,0.2197,0.0429,PGK1
NC_045552.1,37549036,37549036,37549036,1,0.1045,0.1623,0.134,0.0022,LOC116516217
NC_045552.1,37550438,37550438,37550438,1,0.0922,0.0,0.0482,0.0305,LOC116516217
NC_045552.1,40406814,40406814,40406814,1,0.0,0.0597,0.0303,-0.1697,IRS4
NC_045552.1,40407018,40407018,40407018,1,0.0,0.0449,0.0227,-0.0879,IRS4
NC_045552.1,40407362,40407362,40407362,1,0.0,0.046,0.0233,-0.1011,IRS4
NC_045552.1,40409495,40409495,40409495,1,0.4562,0.5003,0.4885,0.014,IRS4
NC_045552.1,44492743,44492743,44492743,1,0.071,0.1877,0.1334,0.016,RPS6KA6
NC_045552.1,47601722,47601722,47601722,1,0.2028,0.131,0.168,0.0025,AIFM1
NC_045552.1,47605212,47605212,47605212,1,0.0291,0.0636,0.0465,0.0008,AIFM1
NC_045552.1,47607100,47607100,47607100,1,0.0288,0.0,0.0146,0.0061,AIFM1
NC_045552.1,47609094,47609094,47609094,1,0.0097,0.0184,0.014,-0.002,AIFM1
NC_045552.1,47613460,47613460,47613460,1,0.0172,0.0185,0.0177,-0.0067,AIFM1
NC_045552.1,47617312,47617312,47617312,1,0.1879,0.0655,0.1309,-0.0237,AIFM1
NC_045552.1,55419554,55419554,55419554,1,0.0655,0.0878,0.0758,0.0178,FOXO4
NC_045552.1,55427172,55427172,55427172,1,0.1091,0.0649,0.0869,-0.0209,FOXO4
NC_045552.1,55427469,55427469,55427469,1,0.2981,0.3254,0.3099,0.0002,FOXO4
NC_045552.1,55428752,55428752,55428752,1,0.097,0.0128,0.0565,-0.0141,FOXO4
NC_045552.1,55428761,55428761,55428761,1,0.1861,0.1911,0.1873,-0.0026,FOXO4
NC_045552.1,59472211,59472211,59472211,1,0.0,0.0448,0.0227,0.0596,LOC116515779
NC_045553.1,36018,36018,36018,1,0.3783,0.3294,0.3529,-0.0051,CHEK2
NC_045553.1,36797,36797,36797,1,0.4991,0.4902,0.4918,-0.0037,CHEK2
NC_045553.1,37923,37923,37923,1,0.4825,0.4923,0.4847,-0.0023,CHEK2
NC_045553.1,1085194,1085194,1085194,1,0.0435,0.0663,0.0548,-0.0024,MAPKAPK5
NC_045553.1,1091382,1091382,1091382,1,0.1166,0.0,0.0617,-0.0095,MAPKAPK5
NC_045553.1,16209712,16209712,16209712,1,0.1245,0.0815,0.1031,0.0013,SIRT4
NC_045553.1,18466425,18466425,18466425,1,0.2745,0.409,0.3547,0.0206,LOC116516566
NC_045553.1,20285031,20285031,20285031,1,0.2502,0.3068,0.2782,0.0045,SLC20A1
NC_045553.1,20292216,20292216,20292216,1,0.0396,0.0,0.02,0.0877,SLC20A1
NC_045553.1,37422885,37422885,37422885,1,0.0193,0.0275,0.0233,-0.0022,CHEK1
NC_045553.1,37429911,37429911,37429911,1,0.406,0.4636,0.4392,0.0043,CHEK1
NC_045553.1,37429912,37429912,37429912,1,0.406,0.4636,0.4392,0.0043,CHEK1
NC_045553.1,48077575,48077575,48077575,1,0.1522,0.0895,0.1215,0.0044,SDHD
NC_045553.1,48077603,48077603,48077603,1,0.466,0.4932,0.518,0.0388,SDHD
NC_045553.1,48077612,48077612,48077612,1,0.478,0.411,0.4531,0.0095,SDHD
NC_045553.1,48080392,48080392,48080392,1,0.2857,0.3814,0.3388,0.0084,SDHD
NC_045553.1,48080398,48080398,48080398,1,0.1597,0.2254,0.1933,0.0056,SDHD
NC_045553.1,48082606,48082606,48082606,1,0.5003,0.4937,0.5039,0.0068,SDHD
NC_045553.1,48118007,48118007,48118007,1,0.1058,0.0405,0.0738,-0.0177,LOC116516483
NC_045553.1,48118019,48118019,48118019,1,0.3995,0.4006,0.3969,-0.0037,LOC116516483
NC_045553.1,48118022,48118022,48118022,1,0.3995,0.4006,0.3969,-0.0037,LOC116516483
NC_045553.1,48120748,48120748,48120748,1,0.3657,0.2614,0.3184,-0.0026,LOC116516483
NC_045553.1,48120753,48120753,48120753,1,0.3651,0.374,0.3667,-0.0034,LOC116516483
NC_045553.1,48120849,48120849,48120849,1,0.4632,0.3066,0.4114,0.0209,LOC116516483
NC_045553.1,48120915,48120915,48120915,1,0.3657,0.2177,0.3027,0.0064,LOC116516483
NC_045553.1,48121417,48121417,48121417,1,0.0396,0.2943,0.1903,0.115,LOC116516483
NC_045553.1,48121422,48121422,48121422,1,0.1544,0.0492,0.1042,-0.0345,LOC116516483
NC_045553.1,48122541,48122541,48122541,1,0.4541,0.4428,0.4452,-0.0048,LOC116516483
NC_045553.1,48122558,48122558,48122558,1,0.458,0.4327,0.4431,-0.0054,LOC116516483
NC_045553.1,48122615,48122615,48122615,1,0.4875,0.4499,0.4693,-0.0032,LOC116516483
NC_045553.1,48122618,48122618,48122618,1,0.0196,0.2839,0.176,0.1062,LOC116516483
NC_045553.1,48122627,48122627,48122627,1,0.4613,0.4085,0.436,-0.0032,LOC116516483
NC_045553.1,48122629,48122629,48122629,1,0.4683,0.4114,0.4423,-0.0018,LOC116516483
NC_045553.1,48123289,48123289,48123289,1,0.2638,0.4678,0.4022,0.08,LOC116516483
NC_045553.1,48123292,48123292,48123292,1,0.2244,0.2013,0.2083,-0.0175,LOC116516483
NC_045553.1,48124108,48124108,48124108,1,0.0832,0.5014,0.4565,0.2435,LOC116516483
NC_045553.1,48126344,48126344,48126344,1,0.0761,0.2884,0.1984,0.0487,LOC116516483
NC_045553.1,48126346,48126346,48126346,1,0.0791,0.2843,0.1966,0.06,LOC116516483
NC_045553.1,48126407,48126407,48126407,1,0.0421,0.2664,0.1709,0.0412,LOC116516483
NC_045553.1,48126419,48126419,48126419,1,0.3182,0.4862,0.4415,0.0532,LOC116516483
NC_045553.1,48127007,48127007,48127007,1,0.4293,0.4778,0.4561,0.0054,LOC116516483
NC_045553.1,48127014,48127014,48127014,1,0.1275,0.2637,0.2017,0.0373,LOC116516483
NC_045554.1,147,147,147,1,0.0476,0.0093,0.0287,0.0052,CREBBP
NC_045554.1,5728,5728,5728,1,0.0176,0.0169,0.0172,-0.0021,CREBBP
NC_045554.1,5746,5746,5746,1,0.0197,0.0184,0.019,-0.0027,CREBBP
NC_045554.1,5832,5832,5832,1,0.0,0.1054,0.0556,0.0292,CREBBP
NC_045554.1,29271,29271,29271,1,0.2109,0.2509,0.2299,0.0042,CREBBP
NC_045554.1,30333,30333,30333,1,0.2144,0.2126,0.2119,-0.004,CREBBP
NC_045554.1,30375,30375,30375,1,0.0,0.0395,0.02,0.063,CREBBP
NC_045554.1,41261,41261,41261,1,0.0963,0.0424,0.0698,0.0013,TRAP1
NC_045554.1,43512,43512,43512,1,0.034,0.024,0.0289,-0.0031,TRAP1
NC_045554.1,47167,47167,47167,1,0.0515,0.1045,0.0785,0.0006,TRAP1
NC_045554.1,48630,48630,48630,1,0.0,0.0417,0.0211,0.0466,TRAP1
NC_045554.1,48633,48633,48633,1,0.2593,0.3718,0.3225,0.0265,TRAP1
NC_045554.1,263984,263984,263984,1,0.3168,0.3857,0.3524,-0.0008,DNAJA3
NC_045554.1,266779,266779,266779,1,0.0603,0.025,0.0428,0.0013,DNAJA3
NC_045554.1,266852,266852,266852,1,0.0614,0.0169,0.0395,0.0013,DNAJA3
NC_045554.1,1804161,1804161,1804161,1,0.2732,0.107,0.2005,0.0252,LOC116517450
NC_045554.1,1805744,1805744,1805744,1,0.157,0.1421,0.149,-0.002,LOC116517450
NC_045554.1,1805759,1805759,1805759,1,0.0822,0.0777,0.0796,-0.0022,LOC116517450
NC_045554.1,1805760,1805760,1805760,1,0.075,0.0636,0.069,-0.0017,LOC116517450
NC_045554.1,1805793,1805793,1805793,1,0.075,0.063,0.0687,-0.002,LOC116517450
NC_045554.1,1806218,1806218,1806218,1,0.1917,0.1438,0.1678,-0.0047,LOC116517450
NC_045554.1,1807097,1807097,1807097,1,0.4056,0.4999,0.4856,0.0359,LOC116517450
NC_045554.1,1810321,1810321,1810321,1,0.383,0.3827,0.3812,-0.0021,LOC116517450
NC_045554.1,1810567,1810567,1810567,1,0.4213,0.4727,0.4512,0.0046,LOC116517450
NC_045554.1,1811628,1811628,1811628,1,0.0315,0.0907,0.0617,0.0301,LOC116517450
NC_045554.1,1815056,1815056,1815056,1,0.2834,0.3774,0.3346,0.0172,LOC116517450
NC_045554.1,1815064,1815064,1815064,1,0.2452,0.3896,0.3299,0.0327,LOC116517450
NC_045554.1,1815134,1815134,1815134,1,0.2003,0.0491,0.1313,-0.0124,LOC116517450
NC_045554.1,2359504,2359504,2359504,1,0.3912,0.4727,0.4428,0.0124,TMEM184A
NC_045554.1,2359547,2359547,2359547,1,0.3676,0.4651,0.4296,0.0139,TMEM184A
NC_045554.1,2360055,2360055,2360055,1,0.4983,0.4879,0.5074,0.0143,TMEM184A
NC_045554.1,2368175,2368175,2368175,1,0.1255,0.0506,0.0894,0.0105,TMEM184A
NC_045554.1,2373199,2373199,2373199,1,0.2173,0.1452,0.1816,-0.0129,TMEM184A
NC_045554.1,2373202,2373202,2373202,1,0.2137,0.1452,0.1797,-0.011,TMEM184A
NC_045554.1,3926458,3926458,3926458,1,0.0185,0.0629,0.0409,0.0254,FOXK1
NC_045554.1,3979431,3979431,3979431,1,0.0169,0.0555,0.0364,0.0013,FOXK1
NC_045554.1,3979535,3979535,3979535,1,0.2229,0.0777,0.1572,0.0228,FOXK1
NC_045554.1,3979610,3979610,3979610,1,0.0191,0.0624,0.0411,0.0031,FOXK1
NC_045554.1,4630405,4630405,4630405,1,0.0901,0.0248,0.0582,-0.0451,ATP5MF
NC_045554.1,6803369,6803369,6803369,1,0.0,0.063,0.0324,0.0174,LOC116517709
NC_045554.1,17342692,17342692,17342692,1,0.0383,0.0184,0.0283,-0.0002,HAGHL
