INFO,scaffold,start,end,mid,sites,pi_MAH,pi_MER,pi_PVM,pi_SUM,pi_STO,pi_CHR,pi_RON,pi_ROC,pi_ELF,pi_NAM,pi_MAR,pi_PAP,dxy_MAH_MER,dxy_MAH_PVM,dxy_MAH_SUM,dxy_MAH_STO,dxy_MAH_CHR,dxy_MAH_RON,dxy_MAH_ROC,dxy_MAH_ELF,dxy_MAH_NAM,dxy_MAH_MAR,dxy_MAH_PAP,dxy_MER_PVM,dxy_MER_SUM,dxy_MER_STO,dxy_MER_CHR,dxy_MER_RON,dxy_MER_ROC,dxy_MER_ELF,dxy_MER_NAM,dxy_MER_MAR,dxy_MER_PAP,dxy_PVM_SUM,dxy_PVM_STO,dxy_PVM_CHR,dxy_PVM_RON,dxy_PVM_ROC,dxy_PVM_ELF,dxy_PVM_NAM,dxy_PVM_MAR,dxy_PVM_PAP,dxy_SUM_STO,dxy_SUM_CHR,dxy_SUM_RON,dxy_SUM_ROC,dxy_SUM_ELF,dxy_SUM_NAM,dxy_SUM_MAR,dxy_SUM_PAP,dxy_STO_CHR,dxy_STO_RON,dxy_STO_ROC,dxy_STO_ELF,dxy_STO_NAM,dxy_STO_MAR,dxy_STO_PAP,dxy_CHR_RON,dxy_CHR_ROC,dxy_CHR_ELF,dxy_CHR_NAM,dxy_CHR_MAR,dxy_CHR_PAP,dxy_RON_ROC,dxy_RON_ELF,dxy_RON_NAM,dxy_RON_MAR,dxy_RON_PAP,dxy_ROC_ELF,dxy_ROC_NAM,dxy_ROC_MAR,dxy_ROC_PAP,dxy_ELF_NAM,dxy_ELF_MAR,dxy_ELF_PAP,dxy_NAM_MAR,dxy_NAM_PAP,dxy_MAR_PAP,Fst_MAH_MER,Fst_MAH_PVM,Fst_MAH_SUM,Fst_MAH_STO,Fst_MAH_CHR,Fst_MAH_RON,Fst_MAH_ROC,Fst_MAH_ELF,Fst_MAH_NAM,Fst_MAH_MAR,Fst_MAH_PAP,Fst_MER_PVM,Fst_MER_SUM,Fst_MER_STO,Fst_MER_CHR,Fst_MER_RON,Fst_MER_ROC,Fst_MER_ELF,Fst_MER_NAM,Fst_MER_MAR,Fst_MER_PAP,Fst_PVM_SUM,Fst_PVM_STO,Fst_PVM_CHR,Fst_PVM_RON,Fst_PVM_ROC,Fst_PVM_ELF,Fst_PVM_NAM,Fst_PVM_MAR,Fst_PVM_PAP,Fst_SUM_STO,Fst_SUM_CHR,Fst_SUM_RON,Fst_SUM_ROC,Fst_SUM_ELF,Fst_SUM_NAM,Fst_SUM_MAR,Fst_SUM_PAP,Fst_STO_CHR,Fst_STO_RON,Fst_STO_ROC,Fst_STO_ELF,Fst_STO_NAM,Fst_STO_MAR,Fst_STO_PAP,Fst_CHR_RON,Fst_CHR_ROC,Fst_CHR_ELF,Fst_CHR_NAM,Fst_CHR_MAR,Fst_CHR_PAP,Fst_RON_ROC,Fst_RON_ELF,Fst_RON_NAM,Fst_RON_MAR,Fst_RON_PAP,Fst_ROC_ELF,Fst_ROC_NAM,Fst_ROC_MAR,Fst_ROC_PAP,Fst_ELF_NAM,Fst_ELF_MAR,Fst_ELF_PAP,Fst_NAM_MAR,Fst_NAM_PAP,Fst_MAR_PAP,Category_I,Category_2
AIFM2,NC_045555.1,13463956,13463956,13463956,1,0.0563,0.2637,0.3556,0.1831,0.1603,0.1,0.1111,0.1732,0,0.1667,0.0579,0.0357,0.1633,0.2171,0.1229,0.1099,0.0757,0.081,0.1143,0.0286,0.1071,0.0563,0.0454,0.2857,0.2143,0.2044,0.1786,0.1825,0.2078,0.1429,0.2024,0.1639,0.1556,0.26,0.2517,0.23,0.2333,0.2545,0.2,0.25,0.2176,0.2107,0.169,0.14,0.1444,0.1727,0.1,0.1667,0.1235,0.1143,0.1276,0.1322,0.1614,0.0862,0.1552,0.1105,0.101,0.1,0.1318,0.05,0.125,0.0765,0.0661,0.1364,0.0556,0.1296,0.0817,0.0714,0.0909,0.1591,0.115,0.1055,0.0833,0.0294,0.0179,0.1078,0.0982,0.0462,0.0099,0.0258,0.0137,0.0074,-0.0131,-0.0136,-0.002,0.0953,-0.0154,-0.0076,0.0115,-0.0419,-0.0145,-0.0135,-0.0099,-0.0141,-0.0256,0.2067,-0.0312,0.0181,0.0915,-0.0113,-0.0084,0.0055,0,-0.0193,0.2428,-0.0234,0.0347,0.117,-0.008,-0.0036,-0.0057,-0.012,0.1343,-0.013,0.0205,0.0745,-0.0069,-0.0088,-0.0132,0.1297,-0.0151,0.0137,0.0657,-0.0278,-0.0179,0.1429,-0.0333,-0.0102,0.0244,-0.0206,0.1463,-0.0357,-0.0102,0.0271,0.1691,-0.0307,0.0046,0.0647,0.1579,0.0842,0.0209,-0.0103,0.036,0.0093,oxidative_stress,
AIFM2,NC_045555.1,13464887,13464887,13464887,1,0.4808,0.5275,0.4667,0.5079,0.4065,0.4421,0.366,0.5065,0.4012,0.6667,0.503,0.5066,0.5167,0.4533,0.4961,0.5523,0.4533,0.4352,0.5212,0.4462,0.5,0.4865,0.4914,0.5286,0.5024,0.468,0.5286,0.5397,0.487,0.533,0.5,0.5082,0.5053,0.4933,0.5897,0.42,0.3889,0.5364,0.4077,0.5,0.4769,0.4852,0.5075,0.4933,0.4907,0.503,0.4923,0.5,0.4981,0.4988,0.5897,0.6245,0.4592,0.6034,0.5,0.5259,0.5166,0.3889,0.5364,0.4077,0.5,0.4769,0.4852,0.5505,0.3718,0.5,0.4679,0.4794,0.542,0.5,0.5105,0.5067,0.5,0.4734,0.4829,0.5,0.5,0.4957,0.01,-0.0112,0.0039,0.104,-0.0089,0.0027,0.0235,0.0082,-0.0504,-0.0071,-0.003,0.0308,-0.0094,7e-04,0.0438,0.0976,-0.0293,0.0607,-0.1317,-0.0025,-0.0064,0.003,0.0858,-0.0364,-0.0336,0.0428,-0.0136,-0.1643,-0.0071,-0.0028,0.0524,0.014,0.0391,-0.0033,0.0513,-0.0531,-0.0067,-0.0084,0.1332,0.1802,0.0025,0.1996,-0.0771,0.0586,0.052,-0.0195,0.0625,-0.01,-0.1349,-0.0033,0.0038,0.1157,-0.0152,-0.1701,0.012,0.0233,0.0887,-0.109,0.0052,1e-04,-0.0663,0.0183,0.0315,-0.0471,-0.0492,-0.009,oxidative_stress,
AIFM2,NC_045555.1,13465837,13465837,13465837,1,0.1346,0.2637,0.3556,0.1831,0.1603,0.2684,0.2092,0.1732,0,0.4091,0.0563,0.1351,0.1939,0.2429,0.1571,0.1453,0.2,0.1667,0.1494,0.0714,0.2857,0.0959,0.1327,0.2857,0.2143,0.2044,0.25,0.2222,0.2078,0.1429,0.3214,0.1633,0.1939,0.26,0.2517,0.29,0.2667,0.2545,0.2,0.35,0.2171,0.2429,0.169,0.22,0.1889,0.1727,0.1,0.3,0.1229,0.1571,0.2103,0.1782,0.1614,0.0862,0.2931,0.1099,0.1453,0.2278,0.2136,0.15,0.325,0.17,0.2,0.1818,0.1111,0.3056,0.1333,0.1667,0.0909,0.2955,0.1143,0.1494,0.25,0.0286,0.0714,0.2643,0.2857,0.0959,-0.0096,-0.003,-0.0054,-0.0073,-0.0032,-0.0115,-0.0117,0.113,0.0197,0.0025,-0.0082,-0.0419,-0.0145,-0.0135,-0.031,-0.032,-0.0256,0.2067,-0.024,0.0099,0.009,-0.0113,-0.0084,-0.0352,-0.0294,-0.0193,0.2428,-0.0456,0.0258,0.0224,-0.008,-0.0108,-0.0139,-0.012,0.1343,0.005,0.0137,0.0063,-0.0083,-0.0142,-0.0132,0.1297,0.0118,0.0074,-0.0011,-0.024,-0.017,0.2109,-0.0212,0.0251,0.02,-0.0257,0.1847,-0.0062,0.0023,8e-04,0.1691,0.0079,-0.002,-0.0051,0.2884,0.0953,0.0476,0.0689,0.0545,-0.0339,oxidative_stress,
AKT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,
AKT2,NC_045552.1,245814,245814,245814,1,0.2546,0.1429,0.3556,0.4217,0.4936,0.4789,0,0.4848,0.3502,0,0.1633,0,0.1975,0.2882,0.354,0.4391,0.3941,0.1471,0.4037,0.3024,0.1471,0.2093,0.1471,0.2429,0.3227,0.4261,0.3714,0.0714,0.3831,0.26,0.0714,0.1471,0.0714,0.3759,0.4483,0.41,0.2,0.4182,0.332,0.2,0.2529,0.2,0.4643,0.4379,0.2931,0.4436,0.3841,0.2931,0.3296,0.2931,0.4741,0.4138,0.4765,0.4517,0.4138,0.429,0.4138,0.35,0.4591,0.416,0.35,0.3765,0.35,0.3636,0.22,0,0.0882,0,0.4236,0.3636,0.3877,0.3636,0.22,0.2694,0.22,0.0882,0,0.0882,-0.0035,-0.0132,0.0227,0.0863,0.0344,0.0459,0.043,-0.0175,0.0188,9e-04,0.1494,-0.0141,0.0299,0.0745,0.0815,0.0625,0.0878,-0.0112,0,-0.0114,0.175,-0.0086,0.0126,-0.0077,0.1402,-0.002,-0.0166,0.0667,-0.0046,0.2628,0.0086,-0.0102,0.0959,-0.008,0.0075,0.0582,0.0608,0.2386,-0.0097,0.152,-0.0106,0.0538,0.1053,0.1442,0.3293,0.2177,-0.0248,0.0173,0.1516,0.0835,0.3743,0.2189,0.0309,NA,0.0324,NA,0.0237,0.1538,0.0959,0.3799,0.0059,-0.0154,0.1128,0.0078,NA,0.1226,hypoxia,
AKT2,NC_045552.1,246277,246277,246277,1,0.4186,0.2637,0.5333,0.5069,0.3502,0.4789,0.2092,0.5238,0.4852,0.6,0.2743,0.3222,0.3489,0.4577,0.4831,0.6185,0.4365,0.3355,0.5,0.4519,0.5,0.3562,0.3707,0.4286,0.4714,0.7,0.3929,0.2222,0.5,0.4188,0.5,0.2571,0.2817,0.492,0.556,0.47,0.4222,0.5,0.4773,0.5,0.432,0.4389,0.5224,0.488,0.4689,0.5,0.4909,0.5,0.4728,0.4756,0.584,0.7178,0.5,0.5636,0.5,0.6904,0.6711,0.3833,0.5,0.4659,0.5,0.398,0.4083,0.5,0.4116,0.5,0.2356,0.2623,0.5,0.5,0.5,0.5,0.5,0.4227,0.4306,0.5,0.5,0.2922,-0.0113,-0.002,0.0271,0.2298,-0.0037,-0.0071,0.0397,-0.0028,-0.0219,0.0179,0.0198,0.0389,0.0469,0.2873,0.0268,-0.032,0.1094,0.0063,-0.0613,-0.0174,-0.0357,-0.0145,0.0868,-0.0346,0.0695,-0.0246,-0.0153,-0.0851,0.0576,0.0591,0.0968,-0.0061,0.0714,-0.0118,-0.0031,-0.0315,0.1168,0.1076,0.1617,0.3481,0.0753,0.1352,-0.0294,0.3866,0.3339,0.0542,-0.0014,-0.0158,-0.0651,0.064,0.0606,0.1506,0.0172,-0.0618,-0.025,-0.0529,0.0019,-0.0621,0.1523,0.1445,-0.0276,0.0497,0.0537,-0.0016,0.018,-0.0212,hypoxia,
AKT2,NC_045552.1,248465,248465,248465,1,0,0,0,0.0966,0,0,0,0.0909,0,0,0,0,0,0,0.05,0,0,0,0.0455,0,0,0,0,0,0.05,0,0,0,0.0455,0,0,0,0,0.05,0,0,0,0.0455,0,0,0,0,0.05,0.05,0.05,0.0909,0.05,0.05,0.05,0.05,0,0,0.0455,0,0,0,0,0,0.0455,0,0,0,0,0.0455,0,0,0,0,0.0455,0.0455,0.0455,0.0455,0,0,0,0,0,0,NA,NA,0.093,NA,NA,NA,0.1087,NA,NA,NA,NA,NA,0.0067,NA,NA,NA,0,NA,NA,NA,NA,0.0051,NA,NA,NA,0,NA,NA,NA,NA,0.0171,0.0088,0.0081,-0.0121,0.1114,0.1399,0.1672,0.0948,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.1395,0.2941,0.2174,0.1136,NA,NA,NA,NA,NA,NA,hypoxia,
AKT2,NC_045552.1,245871,245871,245871,1,0.3416,0.3626,0.4667,0.4752,0.5082,0.5211,0.2092,0.5238,0.503,0.4091,0.3289,0.2655,0.3367,0.3857,0.4259,0.5099,0.4714,0.2778,0.5,0.467,0.3571,0.3304,0.3022,0.3857,0.4259,0.5099,0.4714,0.2778,0.5,0.467,0.3571,0.3304,0.3022,0.4481,0.5069,0.48,0.3444,0.5,0.4769,0.4,0.3812,0.3615,0.5045,0.487,0.3992,0.5,0.485,0.4352,0.423,0.4103,0.5017,0.5134,0.5,0.502,0.5086,0.5102,0.5119,0.4611,0.5,0.4942,0.475,0.4703,0.4654,0.5,0.4551,0.3056,0.2691,0.2308,0.5,0.5,0.5,0.5,0.4712,0.4657,0.4601,0.3516,0.3269,0.2945,-0.0127,-0.0116,0.0127,0.0924,0.0354,0.0025,0.0604,0.0318,-0.0133,-0.0065,0.0124,-0.0375,0.001,0.047,0.0314,-0.0151,0.0568,0.0145,-0.0402,-0.0126,-0.0015,-0.0133,0.0098,-0.0128,0.0102,0.0042,-0.0063,-0.0473,-0.0073,0.016,0.0147,-0.0073,0.0385,0.0025,-0.0057,-0.0067,0.0245,0.0691,-0.0098,0.1147,-0.0128,-0.0031,0.0285,0.1089,0.1696,0.1164,-0.0224,-0.013,0.0099,0.0504,0.1118,0.1506,0.0587,-0.0062,-0.0058,-0.0199,-0.0096,0.0316,0.0777,0.1469,0.0039,0.0457,0.0949,-0.0112,0.0056,0.0034,hypoxia,
AKT2,NC_045552.1,245823,245823,245823,1,0,0,0,0,0,0,0,0,0,0,0.0881,0,0,0,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0,0.0455,0,0,0,0,0,0.0455,0,0,0,0,0.0455,0,0,0,0.0455,0,0,0.0455,0,0.0455,0,0.0455,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0444,NA,NA,NA,NA,NA,NA,NA,NA,0.0223,NA,NA,NA,NA,NA,NA,NA,0.0823,NA,NA,NA,NA,NA,NA,0.0037,NA,NA,NA,NA,NA,-0.006,NA,NA,NA,NA,0.0179,NA,NA,NA,0.0382,NA,NA,0.1097,NA,-0.0039,NA,0.0926,hypoxia,
AKT3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,
ALCAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
ALPK1,NC_045549.1,26343982,26343982,26343982,1,0,0,0,0.0966,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0067,NA,NA,NA,NA,NA,NA,NA,NA,0.0051,NA,NA,NA,NA,NA,NA,NA,NA,0.0171,0.0088,0.0081,0.0094,0.1114,0.1399,0.1672,0.0948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxidative_stress,
ALPK1,NC_045549.1,26343713,26343713,26343713,1,0.0881,0,0,0,0.216,0,0,0.0909,0,0.3556,0.0303,0.2747,0.0455,0.0455,0.0455,0.1552,0.0455,0.0455,0.0868,0.0455,0.2273,0.0592,0.1916,0,0,0.1207,0,0,0.0455,0,0.2,0.0152,0.1607,0,0.1207,0,0,0.0455,0,0.2,0.0152,0.1607,0.1207,0,0,0.0455,0,0.2,0.0152,0.1607,0.1207,0.1207,0.1552,0.1207,0.2724,0.1322,0.2426,0,0.0455,0,0.2,0.0152,0.1607,0.0455,0,0.2,0.0152,0.1607,0.0455,0.2273,0.0592,0.1916,0.2,0.0152,0.1607,0.2091,0.2964,0.171,-0.0045,-0.0033,-0.0125,0.023,-0.006,-0.0055,-0.0115,0.079,-0.0216,2e-04,0.001,NA,NA,0.0227,NA,NA,0,NA,-0.0294,-0.0101,0.0032,NA,0.0173,NA,NA,0,NA,-0.0236,-0.0076,0.0026,0.0569,NA,NA,0,NA,-0.0523,-0.028,0.0035,0.0297,0.0275,0.0038,0.1463,-0.0292,0.0596,-0.0155,NA,0,NA,-0.0357,-0.0135,0.0037,0,NA,-0.0338,-0.0124,0.0036,0.1395,-0.0508,0.003,-0.0101,0.1153,0.066,0.0957,-0.0138,-0.018,0.0188,oxidative_stress,
ALPK1,NC_045549.1,26335775,26335775,26335775,1,0.331,0,0.2,0.3947,0.2941,0.3368,0,0.1732,0.4638,0,0.3556,0.3889,0.2,0.26,0.35,0.3,0.32,0.2,0.2545,0.4,0.2,0.3333,0.35,0.1,0.25,0.1667,0.2,0,0.0909,0.3333,0,0.2222,0.25,0.3,0.2333,0.26,0.1,0.1727,0.3667,0.1,0.2778,0.3,0.3333,0.35,0.25,0.2955,0.4167,0.25,0.3611,0.375,0.3,0.1667,0.2273,0.3889,0.1667,0.3148,0.3333,0.2,0.2545,0.4,0.2,0.3333,0.35,0.0909,0.3333,0,0.2222,0.25,0.3636,0.0909,0.2727,0.2955,0.3333,0.4074,0.4167,0.2222,0.25,0.3611,-0.1446,-0.0625,-0.0292,-0.0101,-0.0177,-0.1787,-0.1048,-0.0079,0.1015,-0.0115,-0.0147,0,-0.2383,-0.3508,0.0737,NA,0.0196,-0.1146,NA,-0.0802,-0.1275,-0.1084,-0.1036,-0.0135,0,-0.035,-0.0675,0.4545,-0.0447,-0.0663,-0.0114,-0.0631,-0.2937,-0.1783,-0.0102,0.106,-0.0293,-0.0227,0.0117,-0.4284,-0.1627,0.0327,0.0921,0.0085,0.0094,0.0836,-9e-04,-0.0681,0.3246,-0.0249,-0.0443,0.0226,-0.1458,NA,-0.0998,-0.1584,-0.1196,0.2972,-0.0742,-0.112,0.1186,-0.0239,-0.0172,0.1109,0.1109,-0.0196,oxidative_stress,
ALPK1,NC_045549.1,26342544,26342544,26342544,1,0.0526,0.1429,0,0,0,0,0,0,0,0.25,0,0.0714,0.094,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.1447,0.0263,0.0602,0.0714,0.0714,0.0714,0.0714,0.0714,0.0714,0.0714,0.1786,0.0714,0.102,0,0,0,0,0,0,0.125,0,0.0357,0,0,0,0,0,0.125,0,0.0357,0,0,0,0,0.125,0,0.0357,0,0,0,0.125,0,0.0357,0,0,0.125,0,0.0357,0,0.125,0,0.0357,0.125,0,0.0357,0.125,0.1518,0.0357,0.1027,-0.1053,0.1781,0.1941,-0.1871,-0.1722,-0.2014,0.1477,0.0413,0.0263,-0.0349,0,0.5405,0.5556,0,0,0,0.5128,-0.1106,0.4048,0.0967,NA,NA,NA,NA,NA,NA,-0.2273,NA,-0.1786,NA,NA,NA,NA,NA,0.4167,NA,0.102,NA,NA,NA,NA,0.4429,NA,0.1256,NA,NA,NA,-0.3125,NA,-0.3156,NA,NA,-0.3,NA,-0.2908,NA,-0.3235,NA,-0.3393,0.3684,NA,0.0571,0.1951,0.0837,-0.1092,oxidative_stress,
ALPK1,NC_045549.1,26343575,26343575,26343575,1,0.3021,0,0.2,0.4271,0.3539,0.3368,0,0.1732,0.3401,0.4667,0.3095,0.363,0.1818,0.2455,0.3727,0.3245,0.3091,0.1818,0.2397,0.3164,0.3727,0.3011,0.3295,0.1,0.3,0.2241,0.2,0,0.0909,0.2115,0.3,0.1875,0.2321,0.34,0.2793,0.26,0.1,0.1727,0.2692,0.34,0.25,0.2857,0.3897,0.38,0.3,0.3364,0.3846,0.42,0.375,0.3929,0.3345,0.2241,0.2743,0.3408,0.3897,0.3276,0.3522,0.2,0.2545,0.3269,0.38,0.3125,0.3393,0.0909,0.2115,0.3,0.1875,0.2321,0.264,0.3364,0.2443,0.2808,0.3846,0.3197,0.3455,0.375,0.3929,0.3326,0.0251,-0.0068,0.0162,-0.0032,-0.0111,0.0304,-0.0023,-0.0118,-0.016,-0.0079,-0.0094,0,0.072,0.05,0.0737,NA,0.0196,0.0106,0.0564,0.022,0.024,0.0164,0.0018,-0.0135,0,-0.035,-0.0123,-0.0256,-0.0076,-0.0063,-0.0011,-0.0019,0.0864,0.0386,0.0129,-0.0179,0.0162,0.0039,-0.0122,0.0602,0.0141,-0.0069,-0.0219,-0.0033,-0.0099,0.0836,-9e-04,-0.0144,-0.0416,-0.0112,-0.0141,0.0226,0.0122,0.0592,0.0266,0.0286,-0.013,-0.0168,-0.0041,-0.0027,-0.0133,-0.0108,-0.0081,-0.0148,-0.016,-0.0085,oxidative_stress,
ALPK1,NC_045549.1,26343573,26343573,26343573,1,0.0303,0,0,0.0333,0.0678,0.1,0,0,0,0,0.1726,0.0701,0.0152,0.0152,0.0313,0.0486,0.0636,0.0152,0.0152,0.0152,0.0152,0.1061,0.0498,0,0.0167,0.0345,0.05,0,0,0,0,0.0938,0.0357,0.0167,0.0345,0.05,0,0,0,0,0.0938,0.0357,0.05,0.065,0.0167,0.0167,0.0167,0.0167,0.1073,0.0512,0.081,0.0345,0.0345,0.0345,0.0345,0.1218,0.0677,0.05,0.05,0.05,0.05,0.1344,0.0821,0,0,0,0.0938,0.0357,0,0,0.0938,0.0357,0,0.0938,0.0357,0.0938,0.0357,0.1228,-0.0101,-0.0076,-0.0067,0.0069,0.0038,-0.0124,-0.0145,0.066,0.017,0.0119,-0.0261,NA,0,0.0035,0,NA,NA,NA,NA,0,-0.0274,0,0.0027,0,NA,NA,NA,NA,1e-04,-0.0206,-0.0055,-0.0128,0,0,0.0968,0.0278,-0.0087,-0.0351,-0.0147,0.0043,0.0049,0.106,0.0312,-0.0125,-0.0103,0,0,0.1429,0.0625,-0.012,-0.003,NA,NA,NA,0,-0.0335,NA,NA,-1e-04,-0.0391,NA,0.0887,0.0296,0.0245,0.0056,0.0208,oxidative_stress,
ALPK1,NC_045549.1,26342803,26342803,26342803,1,0.0556,0,0,0,0.1111,0.1,0,0,0,0,0.1935,0.1376,0.0278,0.0278,0.0278,0.0802,0.075,0.0278,0.0278,0.0278,0.0278,0.1272,0.0952,0,0,0.0556,0.05,0,0,0,0,0.1053,0.0714,0,0.0556,0.05,0,0,0,0,0.1053,0.0714,0.0556,0.05,0,0,0,0,0.1053,0.0714,0.1,0.0556,0.0556,0.0556,0.0556,0.1491,0.119,0.05,0.05,0.05,0.05,0.1447,0.1143,0,0,0,0.1053,0.0714,0,0,0.1053,0.0714,0,0.1053,0.0714,0.1053,0.0714,0.1617,-0.1574,-0.1181,0.1624,-0.1108,0.067,-0.1932,-0.2258,0.1294,0.0515,0.0252,-0.0505,NA,NA,-0.4321,0,NA,NA,NA,NA,-0.1134,-0.2215,NA,-0.3268,0,NA,NA,NA,NA,-0.0849,-0.1664,-0.0377,0.5,NA,NA,NA,NA,0.2028,0.1165,-0.0571,-0.5263,-0.6111,-0.1093,-0.0127,0.057,-0.0044,0,0,0.4762,0.25,-0.0772,-0.0764,NA,NA,NA,-0.1393,-0.2713,NA,NA,-0.1631,-0.3166,NA,0.1763,0.0739,0.0645,0.0377,0.0089,oxidative_stress,
ALPK1,NC_045549.1,26345741,26345741,26345741,1,0.1777,0.2637,0,0.1554,0.1307,0,0.1111,0,0,0,0.0385,0.2572,0.212,0.0968,0.164,0.1524,0.0968,0.1416,0.0968,0.0968,0.0968,0.1123,0.2162,0.1429,0.2024,0.1921,0.1429,0.1825,0.1429,0.1429,0.1429,0.1566,0.2487,0.0833,0.069,0,0.0556,0,0,0,0.0192,0.1481,0.1408,0.0833,0.1296,0.0833,0.0833,0.0833,0.0994,0.2068,0.069,0.1169,0.069,0.069,0.069,0.0855,0.1967,0.0556,0,0,0,0.0192,0.1481,0.0556,0.0556,0.0556,0.0726,0.1872,0,0,0.0192,0.1481,0,0.0192,0.1481,0.0192,0.1481,0.1617,-0.006,-0.0035,-0.0118,-0.0151,-0.0065,-0.0146,-0.007,0.0774,0.0962,0.0706,-0.0101,0.035,-0.0128,-0.0104,0.0481,-0.0141,0.0498,0.2067,0.321,0.1374,-0.0145,0.0104,0.0082,NA,0,NA,NA,NA,-0.0433,-0.005,-0.0079,0.0181,-0.009,0.0194,0.1265,0.1152,0.0967,-0.0237,0.0142,-0.0119,0.0152,0.1216,0.1175,0.0837,-0.0256,0,NA,NA,NA,-0.0769,-0.0096,0,0.1463,0.2667,0.0531,-0.0182,NA,NA,-0.0828,-0.0105,NA,-0.0448,0.0733,0.0807,0.1008,0.0783,oxidative_stress,
