start,scaffold.x,end.x,mid.x,dxy_Meadow_Lake,within,between,l_v_l_mean,l_v_m_mean,m_v_m_mean,mean_diff
123026354,NC_045558.1,123026354,123026354,0.4769,0.0658760506473484,0.817490598201331,0.493033333333333,0.479377777777778,0.4609,0.00241111111111114
123026357,NC_045558.1,123026357,123026357,0.4762,0.0625537707689049,0.792223354294499,0.493033333333333,0.479102777777778,0.459553333333333,0.00280944444444442
123026394,NC_045558.1,123026394,123026394,0.476,0.0625537707689049,0.792223354294499,0.493033333333333,0.479102777777778,0.459553333333333,0.00280944444444442
123026433,NC_045558.1,123026433,123026433,0.4773,0.0592973994750361,0.73220834350063,0.493706666666667,0.480397222222222,0.460006666666667,0.00354055555555555
123026460,NC_045558.1,123026460,123026460,0.4739,0.0671742617564915,0.799036275146918,0.492486666666667,0.478183333333333,0.458273333333333,0.00280333333333332
123026499,NC_045558.1,123026499,123026499,0.4724,0.057205418476723,0.726800887195628,0.492553333333333,0.478044444444444,0.455766666666667,0.00388444444444441
123026544,NC_045558.1,123026544,123026544,0.4718,0.0582711691345382,0.736328944225617,0.492386666666667,0.477825,0.455766666666667,0.00374833333333335
123026565,NC_045558.1,123026565,123026565,0.4718,0.0582711691345382,0.736328944225617,0.492386666666667,0.477825,0.455766666666667,0.00374833333333335
123026600,NC_045558.1,123026600,123026600,0.3923,0.00277589648743665,0.639160535072472,0.441042857142857,0.381429166666667,0.297583333333333,-0.0165758333333333
123026844,NC_045558.1,123026844,123026844,0.4771,0.0603355778730121,0.742138229501599,0.493566666666667,0.4802,0.460006666666667,0.00341333333333332
123026849,NC_045558.1,123026849,123026849,0.4771,0.0603355778730121,0.742138229501599,0.493566666666667,0.4802,0.460006666666667,0.00341333333333332
123026853,NC_045558.1,123026853,123026853,0.4773,0.0592973994750361,0.73220834350063,0.493706666666667,0.480397222222222,0.460006666666667,0.00354055555555555
123026856,NC_045558.1,123026856,123026856,0.4773,0.0592973994750361,0.73220834350063,0.493706666666667,0.480397222222222,0.460006666666667,0.00354055555555555
123026861,NC_045558.1,123026861,123026861,0.4773,0.0592973994750361,0.73220834350063,0.493706666666667,0.480397222222222,0.460006666666667,0.00354055555555555
123026941,NC_045558.1,123026941,123026941,0.4773,0.0592973994750361,0.73220834350063,0.493706666666667,0.480397222222222,0.460006666666667,0.00354055555555555
123026954,NC_045558.1,123026954,123026954,0.4773,0.0592973994750361,0.73220834350063,0.493706666666667,0.480397222222222,0.460006666666667,0.00354055555555555
123026955,NC_045558.1,123026955,123026955,0.4773,0.0592973994750361,0.73220834350063,0.493706666666667,0.480397222222222,0.460006666666667,0.00354055555555555
123026976,NC_045558.1,123026976,123026976,0.4771,0.060979116416937,0.74552890346209,0.493466666666667,0.480097222222222,0.460006666666667,0.00336055555555559
123026982,NC_045558.1,123026982,123026982,0.4771,0.060979116416937,0.74552890346209,0.493466666666667,0.480097222222222,0.460006666666667,0.00336055555555559
123028039,NC_045558.1,123028039,123028039,0.0535,0.0207725845432236,0.996126383933784,0.0297666666666667,0.0516861111111111,0.0737333333333333,-6.38888888888842e-05
123035085,NC_045558.1,123035085,123035085,0.0476,NA,NA,0,0.0452333333333333,0.0869,NA
123040874,NC_045558.1,123040874,123040874,0.5148,0.000157777646466597,0.000466357559318381,0.502146666666667,0.518513888888889,0.435433333333333,0.049723888888889
123272133,NC_045543.1,123272133,123272133,0.2628,0.000715845286460212,0.894794944477195,0.286766666666667,0.238702777777778,0.185146666666667,0.00274611111111112
126307594,NC_045543.1,126307594,126307594,0.5013,0.564536192392489,0.223570111950402,0.492053333333333,0.506713888888889,0.50022,0.0105772222222222
128350420,NC_045541.1,128350420,128350420,0.2911,8.10440732870527e-11,0.317352606990625,0.359773333333333,0.257563888888889,0.0913133333333333,0.0320205555555555
129716214,NC_045541.1,129716214,129716214,0.0333,NA,NA,0,0.0211166666666667,0.04178,NA
129716496,NC_045541.1,129716496,129716496,0.3977,0.00101718115871303,0.809942779327413,0.41684,0.367116666666667,0.30592,0.00573666666666667
131479561,NC_045541.1,131479561,131479561,0.1249,0.00918767451186195,0.989448573556006,0.0923333333333333,0.13085,0.168826666666667,0.000269999999999992
131479700,NC_045541.1,131479700,131479700,0.428,3.91837723141863e-09,0.2678839658924,0.449326666666667,0.364563888888889,0.202033333333333,0.0388838888888889
131479724,NC_045541.1,131479724,131479724,0.4325,2.28598631573130e-09,0.246443681188265,0.453173333333333,0.368066666666667,0.20026,0.04135
135296435,NC_045541.1,135296435,135296435,0.148,0.012812384734246,0.997593820285523,0.14276,0.112125,0.0813866666666667,5.16666666666721e-05
135648496,NC_045544.1,135648496,135648496,0.1041,0.0108562147009835,0.993598917479147,0.08766,0.144075,0.2,0.000244999999999995
137212584,NC_045544.1,137212584,137212584,0.4556,0.990907870431358,0.646940766667338,0.464786666666667,0.457658333333333,0.465046666666667,-0.00725833333333331
137212671,NC_045544.1,137212671,137212671,0.458,0.438137325259736,0.727857813205946,0.4677,0.471394444444444,0.48512,-0.00501555555555555
137212699,NC_045544.1,137212699,137212699,0.2215,0.483137151323681,0.925963501696834,0.229973333333333,0.220008333333333,0.213126666666667,-0.00154166666666666
137227489,NC_045544.1,137227489,137227489,0.3593,0.000445494334030905,0.79065880280738,0.303226666666667,0.365866666666667,0.416173333333333,0.00616666666666665
137227502,NC_045544.1,137227502,137227502,0.462,0.538865894599221,0.645955418513461,0.476733333333333,0.462038888888889,0.462486666666667,-0.00757111111111114
137968438,NC_045544.1,137968438,137968438,0.0775,0.453716255861166,0.957875620869267,0.0673666666666667,0.0583555555555556,0.0509333333333333,-0.000794444444444445
137979401,NC_045544.1,137979401,137979401,0.4956,0.794129152476284,0.725314304741356,0.50058,0.505277777777778,0.503753333333333,0.00311111111111118
137979443,NC_045544.1,137979443,137979443,0.4956,0.799806330533708,0.724558724962618,0.500586666666667,0.505222222222222,0.50366,0.00309888888888887
137983969,NC_045544.1,137983969,137983969,0.0217,0.5740373053619,0.889401839366289,0.0278,0.022575,0.01785,0.00140833333333333
138015222,NC_045544.1,138015222,138015222,0.5004,0.72504634798872,0.545284556915211,0.50608,0.500030555555556,0.502066666666667,-0.00404277777777784
139130470,NC_045541.1,139130470,139130470,0.4294,6.2792285207908e-05,0.452011340472383,0.471853333333333,0.430827777777778,0.360513333333333,0.0146444444444444
139211861,NC_045544.1,139211861,139211861,0.5004,0.920256964226006,0.534358953744257,0.503433333333333,0.500493333333333,0.50422,-0.00325466666666663
139214880,NC_045544.1,139214880,139214880,0.1189,0.251782401814405,0.948548695613332,0.102826666666667,0.116808333333333,0.133126666666667,-0.00116833333333333
139215631,NC_045544.1,139215631,139215631,0.5008,0.576394598856293,0.684251531264167,0.50258,0.502555555555556,0.49518,0.00367555555555554
139218458,NC_045544.1,139218458,139218458,0.4491,0.390701799553275,0.781916628462975,0.453753333333333,0.431063888888889,0.42142,-0.00652277777777777
139219088,NC_045544.1,139219088,139219088,0.4263,0.144157681844123,0.888759595223819,0.44872,0.4246,0.405793333333333,-0.0026566666666667
139219112,NC_045544.1,139219112,139219112,0.5004,0.991705181949063,0.961400753630085,0.50258,0.502172222222222,0.502746666666667,-0.000491111111111109
139964556,NC_045541.1,139964556,139964556,0.0243,NA,NA,0,0.0144833333333333,0.0287266666666667,NA
139973304,NC_045541.1,139973304,139973304,0.0189,NA,NA,0,0.01334,0.02668,NA
139976933,NC_045541.1,139976933,139976933,0.0243,NA,NA,0,0.0144833333333333,0.0287266666666667,NA
142028022,NC_045543.1,142028022,142028022,0.0787,NA,NA,0.1559,0.08475,0,NA
142028025,NC_045543.1,142028025,142028025,0.3229,0.000389254889208986,0.820356238127177,0.382493333333333,0.327891666666667,0.262173333333333,0.00555833333333333
142028312,NC_045543.1,142028312,142028312,0.3038,9.67871041598677e-07,0.67386319044715,0.361986666666667,0.309594444444444,0.24226,0.0074711111111111
142314549,NC_045544.1,142314549,142314549,0.4583,0.00184644199839332,0.196046626903532,0.341953333333333,0.474053333333333,0.53104,0.0564653333333333
142314625,NC_045544.1,142314625,142314625,0.15,4.35849063273398e-05,0.866881350004396,0.0752466666666667,0.143875,0.204826666666667,0.00383833333333333
142314896,NC_045544.1,142314896,142314896,0.139,0.00292825236513212,0.970238141117399,0.0700733333333333,0.110391666666667,0.14932,0.000695000000000001
142314912,NC_045544.1,142314912,142314912,0.4232,0.000130798726908238,0.471234492712543,0.503526666666667,0.455677777777778,0.368126666666667,0.0198511111111111
142314955,NC_045544.1,142314955,142314955,0.1395,0.0022649507852645,0.964487408201623,0.0767066666666667,0.122213888888889,0.165893333333333,0.000913888888888881
142315181,NC_045544.1,142315181,142315181,0.3731,0.00538540800352775,0.91502909945455,0.2951,0.348358333333333,0.396253333333333,0.00268166666666664
142315294,NC_045544.1,142315294,142315294,0.0201,0.00853819994716346,0.992989554308322,0.00693333333333333,0.0259305555555556,0.04476,8.38888888888903e-05
142315338,NC_045544.1,142315338,142315338,0.4722,0.562103123319451,0.717348402894738,0.469426666666667,0.470822222222222,0.48204,-0.00491111111111114
142315524,NC_045544.1,142315524,142315524,0.221,0.356451361077125,0.912439108419033,0.1807,0.193608333333333,0.21162,-0.00255166666666667
142315551,NC_045544.1,142315551,142315551,0.2502,0.862144340561533,0.899623512756833,0.235746666666667,0.235722222222222,0.240526666666667,-0.00241444444444444
142315716,NC_045544.1,142315716,142315716,0.0591,NA,NA,0.08226,0.0423,0,NA
142315888,NC_045544.1,142315888,142315888,0.0864,0.124993748951661,0.962550345165919,0.0645,0.0847305555555556,0.10674,-0.000889444444444443
142315935,NC_045544.1,142315935,142315935,0.0625,NA,NA,0,0.0702333333333333,0.131366666666667,NA
142317056,NC_045544.1,142317056,142317056,0.2196,0.934842998202443,0.916914845990819,0.199833333333333,0.196905555555556,0.197733333333333,-0.00187777777777778
142317563,NC_045544.1,142317563,142317563,0.1339,0.0692580990637427,0.967841252898426,0.15038,0.122825,0.0969,-0.000814999999999996
142319879,NC_045544.1,142319879,142319879,0.1118,0.0152763153339002,0.999174597767541,0.124866666666667,0.0904833333333333,0.05614,-2.00000000000061e-05
142319987,NC_045544.1,142319987,142319987,0.0977,0.747639424977942,0.921678699065182,0.0916666666666667,0.0829833333333333,0.0793466666666667,-0.00252333333333334
142320006,NC_045544.1,142320006,142320006,0.1021,0.0217004611924662,0.989719584429648,0.07212,0.101022222222222,0.13038,-0.000227777777777771
142320010,NC_045544.1,142320010,142320010,0.0292,0.848891880013607,0.994571894264929,0.0256333333333333,0.0267333333333333,0.02856,-7.06666666666668e-05
142338033,NC_045544.1,142338033,142338033,0.0699,0.659649524284735,0.96321199134998,0.0515266666666667,0.0548777777777778,0.05936,-0.000565555555555555
142342402,NC_045544.1,142342402,142342402,0.0568,NA,NA,0.0709,0.0361166666666667,0,NA
142367475,NC_045544.1,142367475,142367475,0.0316,0.0179218566167867,0.999897145968347,0.0387466666666667,0.0235388888888889,0.00833333333333333,-1.11111111111145e-06
144372393,NC_045543.1,144372393,144372393,0.0681,0.00209562630081005,0.964200601057178,0.0989266666666667,0.0618277777777778,0.0232666666666667,0.000731111111111106
144372402,NC_045543.1,144372402,144372402,0.1091,0.00115098997838039,0.941276278475921,0.0526533333333333,0.108311111111111,0.160593333333333,0.00168777777777777
144377215,NC_045543.1,144377215,144377215,0.5003,0.865686446835253,0.421149057060752,0.503233333333333,0.499930555555556,0.504426666666667,-0.00389944444444446
149009348,NC_045541.1,149009348,149009348,0.527,9.76938331529115e-05,0.000687187583400117,0.50474,0.516183333333333,0.337773333333333,0.0949266666666667
149010802,NC_045541.1,149010802,149010802,0.0649,0.00200026368722733,0.931556981675272,0.0297333333333333,0.0998111111111111,0.164886666666667,0.00250111111111112
154062639,NC_045541.1,154062639,154062639,0.0471,0.115097597674948,0.966391367846694,0.0476333333333333,0.0684944444444444,0.0909466666666667,-0.000795555555555563
154070457,NC_045541.1,154070457,154070457,0.0504,NA,NA,0.0676333333333333,0.034,0,NA
154070464,NC_045541.1,154070464,154070464,0.5537,0.0909838400414213,4.1882417244391e-06,0.484693333333333,0.535697222222222,0.450193333333333,0.0682538888888889
154070950,NC_045541.1,154070950,154070950,0.1034,0.0246195383369759,0.993852572146507,0.0933866666666667,0.0745305555555556,0.0558533333333333,-8.94444444444475e-05
160894113,NC_045542.1,160894113,160894113,0.0998,5.80913935523598e-05,0.898825957168237,0.0385333333333333,0.0936583333333333,0.14414,0.00232166666666667
160894115,NC_045542.1,160894115,160894115,0.2833,0.00158536606497165,0.943257061999283,0.358073333333333,0.291238888888889,0.219886666666667,0.00225888888888887
160894176,NC_045542.1,160894176,160894176,0.1407,0.000106809562102005,0.909420666607731,0.10252,0.151047222222222,0.195666666666667,0.00195388888888889
160894281,NC_045542.1,160894281,160894281,0.3829,0.151746593075353,0.861856105685664,0.376393333333333,0.391541666666667,0.41292,-0.00311499999999998
160894455,NC_045542.1,160894455,160894455,0.1427,1.59434582896665e-09,0.674838264045172,0.0749333333333333,0.163016666666667,0.234406666666667,0.00834666666666667
160894512,NC_045542.1,160894512,160894512,0.2577,1.28429317227136e-05,0.73235386119745,0.32996,0.249577777777778,0.147646666666667,0.0107744444444444
160894596,NC_045542.1,160894596,160894596,0.4225,0.102517345085787,0.882580586712983,0.41258,0.428261111111111,0.448413333333333,-0.0022355555555556
160894615,NC_045542.1,160894615,160894615,0.3312,0.000109517200927509,0.816231276223596,0.37114,0.327780555555556,0.27624,0.0040905555555556
160894630,NC_045542.1,160894630,160894630,0.179,1.60537562375661e-07,0.735007544997825,0.11862,0.189277777777778,0.2482,0.00586777777777778
160894722,NC_045542.1,160894722,160894722,0.0296,0.760495237609309,0.970462594076776,0.0389266666666667,0.0407555555555556,0.04332,-0.000367777777777772
160894743,NC_045542.1,160894743,160894743,NA,NA,NA,0,0.108325,0.20555,NA
160894791,NC_045542.1,160894791,160894791,0.2763,2.53647143729672e-06,0.490956410700044,0.187066666666667,0.285272222222222,0.354246666666667,0.0146155555555555
160894885,NC_045542.1,160894885,160894885,0.4655,0.0946615566687471,0.85491684818548,0.453086666666667,0.471658333333333,0.486186666666667,0.0020216666666667
160894944,NC_045542.1,160894944,160894944,0.3223,0.0284941943149261,0.979323117737923,0.3642,0.334855555555556,0.306453333333333,-0.000471111111111089
160895001,NC_045542.1,160895001,160895001,0.3857,0.0531647379944059,0.990283780099394,0.360673333333333,0.39155,0.422926666666667,-0.000249999999999972
160895073,NC_045542.1,160895073,160895073,0.4723,0.0459110147583057,0.484842210366788,0.439653333333333,0.477433333333333,0.494446666666667,0.0103833333333333
160895197,NC_045542.1,160895197,160895197,0.5203,0.000287688205449097,2.71638550198903e-07,0.49424,0.520522222222222,0.456193333333333,0.0453055555555555
160895202,NC_045542.1,160895202,160895202,0.362,0.00109406589751807,0.406865361070779,0.277946666666667,0.403738888888889,0.46872,0.0304055555555555
160895298,NC_045542.1,160895298,160895298,0.3999,1.28695165158463e-05,0.607546004019305,0.437313333333333,0.396877777777778,0.340073333333333,0.00818444444444444
160895320,NC_045542.1,160895320,160895320,0.3133,0.000291491997416902,0.883733458148777,0.353753333333333,0.314888888888889,0.27124,0.00239222222222224
160895336,NC_045542.1,160895336,160895336,0.0577,0.00347679015309775,0.975829027045441,0.0256333333333333,0.0636972222222222,0.100693333333333,0.000533888888888889
160895341,NC_045542.1,160895341,160895341,0.4565,0.987551077425883,0.675049768758678,0.466613333333333,0.460316666666667,0.467006666666667,-0.00649333333333335
160895370,NC_045542.1,160895370,160895370,NA,NA,NA,NA,0.1667,0.2778,NA
160895496,NC_045542.1,160895496,160895496,0.3855,0.901878295348134,0.83625855876189,0.379933333333333,0.375644444444444,0.37738,-0.00301222222222225
160895513,NC_045542.1,160895513,160895513,0.3697,0.886540474590353,0.844764393030203,0.388453333333333,0.387219444444444,0.391193333333333,-0.00260388888888891
160895515,NC_045542.1,160895515,160895515,0.3305,0.107480825044349,0.924332411558939,0.356713333333333,0.338138888888889,0.32242,-0.00142777777777781
160895526,NC_045542.1,160895526,160895526,0.3464,0.092647748753978,0.892076430118329,0.376266666666667,0.347622222222222,0.324833333333333,-0.00292777777777781
160895532,NC_045542.1,160895532,160895532,0.3295,0.065128330784658,0.954189907413883,0.361393333333333,0.334458333333333,0.309673333333333,-0.00107499999999999
160912658,NC_045542.1,160912658,160912658,0.1161,0.550720873383156,0.895295730503477,0.108326666666667,0.118827777777778,0.1382,-0.00443555555555555
160912662,NC_045542.1,160912662,160912662,0.2226,0.841491615706668,0.863447794502476,0.223306666666667,0.212733333333333,0.213533333333333,-0.00568666666666667
160912671,NC_045542.1,160912671,160912671,0.2184,7.71780967101729e-05,0.657040265018634,0.124433333333333,0.236211111111111,0.319833333333333,0.0140777777777778
160912704,NC_045542.1,160912704,160912704,NA,NA,NA,NA,0.5,0.5,NA
160912722,NC_045542.1,160912722,160912722,0.2011,0.0680241693761822,0.926379520677194,0.18872,0.234497222222222,0.287126666666667,-0.0034261111111111
160912896,NC_045542.1,160912896,160912896,0.1961,0.0886505040776226,0.957223187632579,0.221333333333333,0.193711111111111,0.168353333333333,-0.00113222222222223
160912912,NC_045542.1,160912912,160912912,NA,NA,NA,NA,0.3,0.375,NA
160912995,NC_045542.1,160912995,160912995,0.2108,0.502231581329515,0.885669808133249,0.21834,0.200027777777778,0.190006666666667,-0.00414555555555554
160913045,NC_045542.1,160913045,160913045,0.303,0.0133872254520814,0.987678567177467,0.346013333333333,0.295402777777778,0.245693333333333,-0.000450555555555565
160913053,NC_045542.1,160913053,160913053,0.3396,0.00615864390405415,0.988995315236656,0.3782,0.328175,0.2774,0.000375000000000014
165618486,NC_045541.1,165618486,165618486,0.0238,0.635809743345917,0.986357741268981,0.01328,0.0148888888888889,0.0166666666666667,-8.44444444444443e-05
165620512,NC_045541.1,165620512,165620512,0.4163,0.543476738428805,0.778045435058193,0.404266666666667,0.389183333333333,0.386,-0.00595000000000001
166109368,NC_045541.1,166109368,166109368,0.4543,0.000481169574822992,0.342052242319258,0.39556,0.452038888888889,0.48088,0.0138188888888889
166112781,NC_045541.1,166112781,166112781,0.4456,0.000470876203238351,0.396070274421752,0.39386,0.448063888888889,0.477666666666667,0.0123005555555555
166130810,NC_045541.1,166130810,166130810,0.455,0.0566590362527145,0.870589305443097,0.46412,0.429605555555556,0.402433333333333,-0.00367111111111107
166166632,NC_045541.1,166166632,166166632,0.0782,0.00362049176327755,0.986844571420493,0.0922533333333333,0.0702388888888889,0.0478733333333333,0.000175555555555554
166301374,NC_045541.1,166301374,166301374,0.3019,0.151727311145221,0.93463338040164,0.31318,0.299138888888889,0.287213333333333,-0.00105777777777777
166307375,NC_045541.1,166307375,166307375,0.0182,NA,NA,0.0383333333333333,0.0194333333333333,0,NA
169615519,NC_045542.1,169615519,169615519,0.472,0.832497334901842,0.495221471112204,0.484615384615385,0.461903333333333,0.475645454545455,-0.0186008333333333
169615580,NC_045542.1,169615580,169615580,0.4218,0.755249573058104,0.63747818208628,0.434166666666667,0.399643333333333,0.41032,-0.0249846666666667
169616422,NC_045542.1,169616422,169616422,0.4211,0.870396198695679,0.690930117799484,0.450886666666667,0.439175,0.445146666666667,-0.00884166666666669
169616475,NC_045542.1,169616475,169616475,0.069,0.000178834477207656,0.953158085285192,0.0903933333333333,0.0602194444444444,0.0287,0.000672777777777779
169616479,NC_045542.1,169616479,169616479,0.0537,4.4292610065656e-05,0.897141377640965,0.00876666666666667,0.0606194444444444,0.108333333333333,0.00206944444444445
169616487,NC_045542.1,169616487,169616487,NA,NA,NA,0.25,0.133333333333333,0.1,NA
169616523,NC_045542.1,169616523,169616523,0.0729,0.121864361548209,0.97140325094983,0.06146,0.0475944444444444,0.0345866666666667,-0.000428888888888888
169616529,NC_045542.1,169616529,169616529,0.3212,0.000315844187453477,0.829877469798656,0.21268,0.290825,0.356386666666667,0.00629166666666664
169616540,NC_045542.1,169616540,169616540,0.4853,0.00098743250675584,0.273105013452946,0.460873333333333,0.492269444444444,0.503393333333333,0.0101361111111111
169616563,NC_045542.1,169616563,169616563,0.1592,0.42620151291347,0.910985107647589,0.164813333333333,0.146,0.13324,-0.00302666666666668
169616577,NC_045542.1,169616577,169616577,0.1779,0.00361128318542598,0.947689109582177,0.12252,0.18555,0.24482,0.00187999999999999
169616606,NC_045542.1,169616606,169616606,0.2344,0.0470337779642813,0.972175358352032,0.254586666666667,0.234391666666667,0.215173333333333,-0.000488333333333341
169616614,NC_045542.1,169616614,169616614,0.4072,0.0370140675223896,0.963319675307112,0.404226666666667,0.351905555555556,0.302673333333333,-0.0015444444444444
169616616,NC_045542.1,169616616,169616616,0.1419,0.561911679992806,0.937816352351035,0.107033333333333,0.1132,0.122213333333333,-0.00142333333333335
169616628,NC_045542.1,169616628,169616628,0.4989,0.569043404372316,0.974168373035651,0.5088,0.50469,0.4975,0.000410000000000021
169617003,NC_045542.1,169617003,169617003,0.4597,0.00838857832051158,0.901981589599624,0.40736,0.438011111111111,0.473713333333333,-0.00252555555555556
169617069,NC_045542.1,169617069,169617069,0.3026,NA,NA,0.44,0.34445,0.2222,NA
169617105,NC_045542.1,169617105,169617105,0.1489,0.583654682324087,0.945583498808415,0.145986666666667,0.139191666666667,0.134406666666667,-0.00100500000000001
169617115,NC_045542.1,169617115,169617115,0.2064,4.71378514290391e-05,0.816634539235021,0.262573333333333,0.197972222222222,0.122033333333333,0.00566888888888889
169617130,NC_045542.1,169617130,169617130,0.0799,0.675701834289667,0.968802166780557,0.08956,0.0863277777777778,0.08384,-0.000372222222222218
169617136,NC_045542.1,169617136,169617136,0.2237,0.342552610401285,0.884456745209114,0.273426666666667,0.244102777777778,0.22442,-0.00482055555555555
169617155,NC_045542.1,169617155,169617155,0.5,0.954627494823961,0.453797886639037,0.500106666666667,0.493408333333333,0.50086,-0.00707500000000005
169617160,NC_045542.1,169617160,169617160,0.5193,0.129349473336819,0.78221268481374,0.548946666666667,0.515947222222222,0.49574,-0.00639611111111116
169617205,NC_045542.1,169617205,169617205,0.3651,0.721350069466522,0.75718288914942,0.370673333333333,0.369225,0.384113333333333,-0.00816833333333333
169617212,NC_045542.1,169617212,169617212,0.5728,0.0829142724121232,0.690088791163524,0.53778,0.556044444444444,0.59108,-0.00838555555555554
169617214,NC_045542.1,169617214,169617214,0.4696,0.147691005890278,0.660339988227788,0.47496,0.488727777777778,0.521613333333333,-0.00955888888888889
169617872,NC_045542.1,169617872,169617872,0.3712,0.000238865863119744,0.434148217308366,0.432413333333333,0.367697222222222,0.25874,0.0221205555555556
169617888,NC_045542.1,169617888,169617888,0.4914,0.202156052925346,0.920199161451911,0.499086666666667,0.487786111111111,0.478573333333333,-0.00104388888888884
169617903,NC_045542.1,169617903,169617903,0.3496,0.0004192654363004,0.830295443403582,0.421573333333333,0.361961111111111,0.291633333333333,0.00535777777777779
169617912,NC_045542.1,169617912,169617912,0.4565,0.543736958934235,0.721888396173609,0.520273333333333,0.496022222222222,0.493433333333333,-0.0108311111111112
169617954,NC_045542.1,169617954,169617954,0.1076,1.42039529594185e-08,0.66696358664993,0.197586666666667,0.116627777777778,0.0166666666666667,0.00950111111111111
169617972,NC_045542.1,169617972,169617972,0.101,2.66642004235589e-07,0.712816237095207,0.1914,0.112466666666667,0.0166666666666667,0.00843333333333333
169617984,NC_045542.1,169617984,169617984,0.1811,0.158752555453841,0.941334111133301,0.1846,0.159483333333333,0.137733333333333,-0.00168333333333334
169617986,NC_045542.1,169617986,169617986,0.349,1.00435963475177e-05,0.461794120337292,0.40686,0.333125,0.217266666666667,0.0210616666666666
169617992,NC_045542.1,169617992,169617992,0.2319,6.18272299549059e-06,0.668428179969632,0.129553333333333,0.240833333333333,0.325733333333333,0.01319
169617993,NC_045542.1,169617993,169617993,0.3029,0.471057813384977,0.848179408649929,0.249553333333333,0.259897222222222,0.282093333333333,-0.00592611111111113
169618001,NC_045542.1,169618001,169618001,NA,NA,NA,NA,0.3667,0.46,NA
169618006,NC_045542.1,169618006,169618006,0.2297,0.016953490037813,0.993002169386346,0.288413333333333,0.257516666666667,0.226313333333333,0.000153333333333339
169618020,NC_045542.1,169618020,169618020,0.1602,0.00117188883993076,0.948608952979915,0.134073333333333,0.171952777777778,0.2078,0.00101611111111111
169618043,NC_045542.1,169618043,169618043,0.49,0.00269031929174045,0.178365810305362,0.493146666666667,0.475291666666667,0.413626666666667,0.021905
169618053,NC_045542.1,169618053,169618053,0.3262,0.0574762422057713,0.875612366501126,0.34484,0.327508333333333,0.3054,0.00238833333333333
169618074,NC_045542.1,169618074,169618074,0.2869,0.145920052858152,0.959252040812891,0.24528,0.274083333333333,0.30022,0.00133333333333335
169618097,NC_045542.1,169618097,169618097,0.4223,0.457025357784633,0.779446436184972,0.424566666666667,0.411163888888889,0.407173333333333,-0.00470611111111113
169618098,NC_045542.1,169618098,169618098,0.4772,0.586584745982953,0.801246267799073,0.477506666666667,0.46955,0.467626666666667,-0.00301666666666667
169618127,NC_045542.1,169618127,169618127,0.4368,0.0142315532957052,0.829199292590318,0.470786666666667,0.438727777777778,0.398353333333333,0.00415777777777776
169618128,NC_045542.1,169618128,169618128,0.1762,0.055634846309415,0.892073139986386,0.146826666666667,0.252833333333333,0.38056,-0.01086
169618564,NC_045542.1,169618564,169618564,0.4854,0.033837796773068,0.826502563457309,0.45738,0.481655555555556,0.49984,0.00304555555555558
170676166,NC_045541.1,170676166,170676166,0.0152,0.251729990580495,0.991931885337539,0.00596666666666667,0.00889722222222222,0.0119,-3.611111111111e-05
170734994,NC_045542.1,170734994,170734994,0.3551,0.000345456290889101,0.80364555663781,0.324486666666667,0.372291666666667,0.411546666666667,0.00427500000000003
170735688,NC_045542.1,170735688,170735688,0.4323,0.394413417576327,0.862102280874328,0.463866666666667,0.44335,0.431786666666667,-0.00447666666666663
170735717,NC_045542.1,170735717,170735717,NA,NA,NA,NA,0.26,0.2,NA
170735745,NC_045542.1,170735745,170735745,0.2283,0.13990507751696,0.930049224067114,0.216366666666667,0.238730555555556,0.26506,-0.00198277777777778
170735853,NC_045542.1,170735853,170735853,0.2327,0.0388586429675696,0.965785689156984,0.284926666666667,0.243338888888889,0.204066666666667,-0.00115777777777779
170736546,NC_045542.1,170736546,170736546,0.3632,0.0569939140215555,0.988727591524197,0.409073333333333,0.379205555555556,0.349893333333333,-0.000277777777777766
170736609,NC_045542.1,170736609,170736609,0.2128,0.00625101130998733,0.95789264765671,0.26648,0.229875,0.19136,0.000954999999999984
170736656,NC_045542.1,170736656,170736656,0.1438,0.475029167030271,0.93104869230211,0.16128,0.14855,0.139386666666667,-0.00178333333333336
170736664,NC_045542.1,170736664,170736664,0.4155,0.606072143379736,0.796435397814224,0.41844,0.407719444444444,0.405886666666667,-0.00444388888888886
170736677,NC_045542.1,170736677,170736677,0.3815,0.105702578531769,0.940607670835883,0.423573333333333,0.388427777777778,0.357153333333333,-0.00193555555555558
170736705,NC_045542.1,170736705,170736705,0.2677,0.402626304359315,0.866494809771885,0.300326666666667,0.277641666666667,0.264553333333333,-0.00479833333333335
170736755,NC_045542.1,170736755,170736755,0.2455,0.97403315142977,0.938360417420468,0.253573333333333,0.252977777777778,0.254093333333333,-0.000855555555555554
170737171,NC_045542.1,170737171,170737171,0.1505,0.000212066868988034,0.878945912055928,0.2203,0.154891666666667,0.0813333333333333,0.00407500000000002
170737178,NC_045542.1,170737178,170737178,0.2219,0.00150098037341167,0.888014266319975,0.274493333333333,0.218386111111111,0.15526,0.00350944444444445
170737186,NC_045542.1,170737186,170737186,0.5005,0.286046056060227,0.867658173507893,0.501906666666667,0.500633333333333,0.49978,-0.000209999999999932
170737188,NC_045542.1,170737188,170737188,0.2277,0.00700157552487226,0.940548449018024,0.278933333333333,0.225563888888889,0.16814,0.00202722222222224
