INFO,scaffold,start,end,mid,sites,pi_Meadow,pi_Lake,dxy_Meadow_Lake,Fst_Meadow_Lake,Category_I,Category_2
LOC116504544,NC_045542.1,160895515,160895515,160895515,1,0.3268,0.3392,0.3305,-0.0026,random,
LOC116504544,NC_045542.1,160895526,160895526,160895526,1,0.343,0.3552,0.3464,-0.0019,random,
LOC116504544,NC_045542.1,160895532,160895532,160895532,1,0.31,0.3516,0.3295,0.0028,random,
LOC116504544,NC_045542.1,160894944,160894944,160894944,1,0.2991,0.3473,0.3223,0.0037,random,
LOC116504544,NC_045542.1,160895001,160895001,160895001,1,0.4336,0.3168,0.3857,0.0075,random,
LOC116504544,NC_045542.1,160912671,160912671,160912671,1,0.2935,0.1224,0.2184,0.0234,random,
LOC116504544,NC_045542.1,160912704,160912704,160912704,1,NA,NA,NA,NA,random,
LOC116504544,NC_045542.1,160912722,160912722,160912722,1,0.2129,0.1936,0.2011,-0.002,random,
LOC116504544,NC_045542.1,160912896,160912896,160912896,1,0.1696,0.2235,0.1961,0.0058,random,
LOC116504544,NC_045542.1,160912912,160912912,160912912,1,NA,NA,NA,NA,random,
LOC116504544,NC_045542.1,160912995,160912995,160912995,1,0.2013,0.2238,0.2108,-5e-04,random,
LOC116504544,NC_045542.1,160913045,160913045,160913045,1,0.2493,0.3493,0.303,0.02,random,
LOC116504544,NC_045542.1,160913053,160913053,160913053,1,0.297,0.378,0.3396,0.0113,random,
LOC116504544,NC_045542.1,160894743,160894743,160894743,1,0.2123,NA,NA,NA,random,
LOC116504544,NC_045542.1,160894791,160894791,160894791,1,0.3598,0.1502,0.2763,0.0324,random,
LOC116504544,NC_045542.1,160894113,160894113,160894113,1,0.163,0.0268,0.0998,-0.0205,random,
LOC116504544,NC_045542.1,160895202,160895202,160895202,1,0.4349,0.2278,0.362,0.0437,random,
LOC116504544,NC_045542.1,160895298,160895298,160895298,1,0.3738,0.4261,0.3999,0.0016,random,
LOC116504544,NC_045542.1,160895073,160895073,160895073,1,0.496,0.4154,0.4723,0.0133,random,
LOC116504544,NC_045542.1,160895197,160895197,160895197,1,0.4719,0.4908,0.5203,0.0401,random,
LOC116504544,NC_045542.1,160894630,160894630,160894630,1,0.2409,0.1056,0.179,0.0034,random,
LOC116504544,NC_045542.1,160894722,160894722,160894722,1,0.0261,0.0333,0.0296,0.0037,random,
LOC116504544,NC_045542.1,160894885,160894885,160894885,1,0.4873,0.4319,0.4655,4e-04,random,
LOC116505343,NC_045541.1,71974482,71974482,71974482,1,0,0.096,0.05,0.0554,metabolism,
LOC116505343,NC_045541.1,71974481,71974481,71974481,1,0,0.0942,0.049,0.0539,metabolism,
LOC116505343,NC_045541.1,71969916,71969916,71969916,1,0.0412,0.1275,0.0858,0.0456,metabolism,
LOC116505343,NC_045541.1,71974532,71974532,71974532,1,0.02,0.0768,0.0489,0.0539,metabolism,
LOC116505343,NC_045541.1,71969934,71969934,71969934,1,0.0222,0.1203,0.0733,0.0612,metabolism,
LOC116505343,NC_045541.1,71969928,71969928,71969928,1,0.0233,0.1421,0.0861,0.1018,metabolism,
LOC116505849,NC_045543.1,30548039,30548039,30548039,1,0.4871,0.4444,0.4692,0.0018,random,
LOC116505849,NC_045543.1,30537095,30537095,30537095,1,0.2353,0.0537,0.1549,0.0055,random,
LOC116505849,NC_045543.1,30512790,30512790,30512790,1,0.441,0.44,0.4375,-0.0035,random,
LOC116505849,NC_045543.1,30514509,30514509,30514509,1,0.2175,0.0852,0.1565,-0.0153,random,
LOC116505849,NC_045543.1,30535722,30535722,30535722,1,0.0292,0.0956,0.0632,0.0349,random,
LOC116505849,NC_045543.1,30548160,30548160,30548160,1,0.4902,0.4761,0.5194,0.035,random,
LOC116505849,NC_045543.1,30535705,30535705,30535705,1,0.0984,0.0609,0.0795,-0.0144,random,
LOC116505849,NC_045543.1,30548102,30548102,30548102,1,0.491,0.4786,0.5179,0.0324,random,
LOC116505849,NC_045543.1,30548040,30548040,30548040,1,0.3151,0.1285,0.2359,0.024,random,
LOC116505938,NC_045541.1,116316173,116316173,116316173,1,0.1535,0.0717,0.1142,0.0058,oxidative_stress,
LOC116506478,NA,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,
LOC116506537,NC_045543.1,144372393,144372393,144372393,1,0.0386,0.0963,0.0681,0.0081,hypoxia,
LOC116506537,NC_045543.1,144372402,144372402,144372402,1,0.1713,0.0365,0.1091,0.0193,hypoxia,
LOC116506537,NC_045543.1,144377215,144377215,144377215,1,0.5017,0.502,0.5003,-0.0015,hypoxia,
LOC116506575,NC_045543.1,109417631,109417631,109417631,1,0.0346,0,0.0175,-0.0067,oxphos,ETC complex iv
LOC116506766,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex iv
LOC116506963,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex iv
LOC116507099,NC_045544.1,4443834,4443834,4443834,1,0,0.1108,0.0581,-0.0794,stress,antioxidant
LOC116507099,NC_045544.1,4446864,4446864,4446864,1,0,0.0891,0.0463,-0.0691,stress,antioxidant
LOC116507099,NC_045544.1,4448918,4448918,4448918,1,0.4775,0.4212,0.4554,0.0071,stress,antioxidant
LOC116507099,NC_045544.1,4439579,4439579,4439579,1,0.1509,0.1892,0.1699,-0.0014,stress,antioxidant
LOC116507099,NC_045544.1,4446752,4446752,4446752,1,0.0946,0.0369,0.0663,0.003,stress,antioxidant
LOC116507565,NA,NA,NA,NA,NA,NA,NA,NA,NA,p53,
LOC116507754,NA,NA,NA,NA,NA,NA,NA,NA,NA,reproduction,eggs
LOC116507918,NC_045544.1,4573067,4573067,4573067,1,0.0588,0,0.03,0.0921,stress,antioxidant
LOC116507918,NC_045544.1,4568566,4568566,4568566,1,0.3537,0.3152,0.3341,-1e-04,stress,antioxidant
LOC116507992,NC_045544.1,94083852,94083852,94083852,1,0.0603,0.1647,0.1156,0.0192,oxphos,ETC complex iv
LOC116507992,NC_045544.1,94083900,94083900,94083900,1,0.0749,0.024,0.05,7e-04,oxphos,ETC complex iv
LOC116507994,NA,NA,NA,NA,NA,NA,NA,NA,NA,metabolism,Lipid Metabolism
LOC116508584,NC_045545.1,86215197,86215197,86215197,1,0.0592,0.0248,0.042,-0.0301,random,
LOC116508584,NC_045545.1,86222349,86222349,86222349,1,0.4582,0.491,0.4765,0.0046,random,
LOC116508979,NC_045545.1,45375251,45375251,45375251,1,0.4384,0.4236,0.4296,-0.0019,stress,antioxidant
LOC116508979,NC_045545.1,45376675,45376675,45376675,1,0.0535,0,0.0273,0.0774,stress,antioxidant
LOC116509003,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex iii
LOC116509241,NC_045545.1,99166592,99166592,99166592,1,0.045,0.1205,0.0841,0.0126,stress,
LOC116509241,NC_045545.1,99172214,99172214,99172214,1,0.4994,0.495,0.4953,-0.0019,stress,
LOC116509241,NC_045545.1,99183376,99183376,99183376,1,0.2637,0.3989,0.3436,0.018,stress,
LOC116509241,NC_045545.1,99174222,99174222,99174222,1,0.3237,0.4046,0.3686,0.0077,stress,
LOC116509241,NC_045545.1,99166581,99166581,99166581,1,0.1944,0.2424,0.2184,0.0013,stress,
LOC116509241,NC_045545.1,99174245,99174245,99174245,1,0.2113,0.2771,0.2452,0.0017,stress,
LOC116509327,NA,NA,NA,NA,NA,NA,NA,NA,NA,metabolism,Lipid Metabolism
LOC116509867,NC_045546.1,3772749,3772749,3772749,1,0.5027,0.4693,0.4943,0.0055,oxphos,ETC complex i
LOC116509867,NC_045546.1,3772713,3772713,3772713,1,NA,0.121,0.0625,NA,oxphos,ETC complex i
LOC116510063,NA,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,
LOC116510561,NC_045546.1,59104849,59104849,59104849,1,0.084,0,0.0437,0.0215,behavior,
LOC116510618,NC_045546.1,59081376,59081376,59081376,1,0.3368,0.0406,0.2249,0.0888,behavior,
LOC116511712,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
LOC116512145,NC_045541.1,83044209,83044209,83044209,1,0.502,0.495,0.4954,-0.0029,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044210,83044210,83044210,1,0.2266,0.1385,0.1842,-0.0111,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042344,83042344,83042344,1,0.4662,0.3254,0.4185,0.017,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042362,83042362,83042362,1,0.502,0.4151,0.4867,0.0248,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044138,83044138,83044138,1,0.4705,0.3254,0.4233,0.0198,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83040297,83040297,83040297,1,0.4694,0.3239,0.4217,0.0205,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83040340,83040340,83040340,1,0.1337,0.2047,0.1699,0.0134,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83040392,83040392,83040392,1,0.4463,0.4639,0.5475,0.0927,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83040469,83040469,83040469,1,0.461,0.3741,0.4257,3e-04,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042299,83042299,83042299,1,0.0639,0.1196,0.092,0.0164,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042321,83042321,83042321,1,0.4828,0.3888,0.4506,0.0118,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83046750,83046750,83046750,1,0.1108,0.0411,0.0767,-0.026,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83046762,83046762,83046762,1,NA,NA,NA,NA,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042404,83042404,83042404,1,0.458,0.3058,0.4049,0.0168,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042438,83042438,83042438,1,0.3789,0.3094,0.3447,-0.0129,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042446,83042446,83042446,1,0.3417,0.28,0.3105,-0.0087,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044081,83044081,83044081,1,0.5042,0.5033,0.5,-0.0038,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83037665,83037665,83037665,1,0.2454,0.2119,0.2268,-0.0219,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044096,83044096,83044096,1,0.2762,0.4608,0.4017,0.0558,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83052644,83052644,83052644,1,0.1361,0.1666,0.1504,0.0036,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83052649,83052649,83052649,1,0.1491,0.1927,0.1703,0.009,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044306,83044306,83044306,1,0.4846,0.3779,0.4508,0.0206,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044349,83044349,83044349,1,0.1182,0.1643,0.1409,0.009,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044359,83044359,83044359,1,0.1224,0.1126,0.1164,-0.0052,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83068063,83068063,83068063,1,0.5005,0.3965,0.5206,0.0695,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83069308,83069308,83069308,1,0.5047,0.3927,0.4955,0.0385,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83069366,83069366,83069366,1,0.1039,0.1144,0.1081,-3e-04,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83073356,83073356,83073356,1,0,0.0757,0.0391,0.0459,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83073529,83073529,83073529,1,0.4957,0.4013,0.5304,0.078,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83108112,83108112,83108112,1,0.3977,0.4073,0.3973,-0.0034,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83109623,83109623,83109623,1,0.6078,0.4722,0.5793,0.0282,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83049432,83049432,83049432,1,0.4805,0.3877,0.4481,0.0081,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83066245,83066245,83066245,1,0.5042,0.3783,0.5098,0.0675,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83067992,83067992,83067992,1,0.3109,0.1589,0.2434,0.0022,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83052689,83052689,83052689,1,0.5519,0.402,0.5196,0.0303,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83052964,83052964,83052964,1,0.4984,0.4207,0.5225,0.0563,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83046765,83046765,83046765,1,0.0928,0.1421,0.1174,0.0099,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83046788,83046788,83046788,1,0.4536,0.3172,0.4037,0.0094,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83046789,83046789,83046789,1,0.4573,0.3172,0.4072,0.0096,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83049321,83049321,83049321,1,0.0695,0.0575,0.063,-0.0107,random,transcriptome_FastEvolving
LOC116512326,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex iv
LOC116512557,NC_045548.1,54454065,54454065,54454065,1,0.4862,0.4589,0.4717,-0.0023,oxphos,ETC complex iii
LOC116512631,NC_045548.1,6324393,6324393,6324393,1,0.0193,0.098,0.0601,0.0084,hypoxia,
LOC116512631,NC_045548.1,6324444,6324444,6324444,1,0.0097,0.0895,0.0511,0.0104,hypoxia,
LOC116512631,NC_045548.1,6324920,6324920,6324920,1,0.0309,0.0955,0.0641,0.0045,hypoxia,
LOC116512631,NC_045548.1,6325001,6325001,6325001,1,0.1561,0.2203,0.1885,0.0051,hypoxia,
LOC116512631,NC_045548.1,6324392,6324392,6324392,1,0.0195,0.098,0.0602,0.0115,hypoxia,
LOC116512631,NC_045548.1,6324929,6324929,6324929,1,0.1235,0.1821,0.1534,0.0012,hypoxia,
LOC116512786,NC_045548.1,80368312,80368312,80368312,1,0.0476,0.0094,0.0288,0.0113,oxphos,ETC complex iii
LOC116512786,NC_045548.1,80368246,80368246,80368246,1,0.0828,0.0286,0.0562,-0.0106,oxphos,ETC complex iii
LOC116512786,NC_045548.1,80367301,80367301,80367301,1,0.178,0.1489,0.1631,-0.0015,oxphos,ETC complex iii
LOC116513013,NC_045541.1,89321298,89321298,89321298,1,0.2505,0.0977,0.1823,0.0265,metabolism,Lipid Metabolism
LOC116514227,NC_045550.1,26289498,26289498,26289498,1,0.0717,0.2245,0.1557,0.0322,oxphos,ETC complex iv
LOC116514227,NC_045550.1,26292264,26292264,26292264,1,0.0288,0,0.0146,0.0061,oxphos,ETC complex iv
LOC116514227,NC_045550.1,26292856,26292856,26292856,1,0,0.0454,0.0231,0.0081,oxphos,ETC complex iv
LOC116514227,NC_045550.1,26292883,26292883,26292883,1,0.0097,0.0543,0.0324,0.005,oxphos,ETC complex iv
LOC116514227,NC_045550.1,26294438,26294438,26294438,1,0.3125,0.4999,0.4736,0.0862,oxphos,ETC complex iv
LOC116514227,NC_045550.1,26292877,26292877,26292877,1,0.1016,0.063,0.0823,6e-04,oxphos,ETC complex iv
LOC116514261,NC_045541.1,100809271,100809271,100809271,1,0.2014,0.1086,0.1574,0.0065,stress,antioxidant
LOC116514261,NC_045541.1,100814899,100814899,100814899,1,0.1946,0.0865,0.144,0.0104,stress,antioxidant
LOC116514334,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxidative_stress,
LOC116514694,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
LOC116515182,NC_045552.1,6958739,6958739,6958739,1,0.3631,0.2619,0.318,0.0086,stress,Heat
LOC116515182,NC_045552.1,6958748,6958748,6958748,1,0.129,0.2502,0.1947,0.0108,stress,Heat
LOC116515224,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
LOC116515748,NC_045552.1,422704,422704,422704,1,0.0579,0,0.0297,0.0183,metabolism,Lipid Metabolism
LOC116515748,NC_045552.1,423355,423355,423355,1,0.1093,0.1197,0.114,-0.002,metabolism,Lipid Metabolism
LOC116515748,NC_045552.1,421933,421933,421933,1,0.1654,0.1764,0.1701,-0.0026,metabolism,Lipid Metabolism
LOC116515748,NC_045552.1,423991,423991,423991,1,0,0.0454,0.0231,0.0081,metabolism,Lipid Metabolism
LOC116515748,NC_045552.1,423875,423875,423875,1,0.0558,0.1535,0.1071,0.0069,metabolism,Lipid Metabolism
LOC116515748,NC_045552.1,423604,423604,423604,1,0.0097,0.0548,0.0326,0.0019,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,413861,413861,413861,1,0.066,0.1137,0.0901,0.0012,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,413916,413916,413916,1,0.0193,0.131,0.0784,0.0171,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,413076,413076,413076,1,0.2696,0.2055,0.2378,-0.0075,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,413142,413142,413142,1,0.2767,0.2844,0.2789,-0.0025,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,413178,413178,413178,1,0.2285,0.0997,0.1694,-0.0091,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,413581,413581,413581,1,0.1045,0.1585,0.1319,0.006,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,413808,413808,413808,1,0,0.0591,0.0303,-0.0065,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,413828,413828,413828,1,0,0.0897,0.0465,-0.0408,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,416784,416784,416784,1,0.0603,0,0.0309,0.018,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,416790,416790,416790,1,0,0.0666,0.0343,0.0247,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,418117,418117,418117,1,0.2088,0.2439,0.2256,-0.0037,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,418224,418224,418224,1,0.0561,0.0306,0.0433,-0.0096,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,414866,414866,414866,1,0.2569,0.3147,0.2864,9e-04,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,415316,415316,415316,1,NA,NA,NA,NA,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,415326,415326,415326,1,NA,NA,NA,NA,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,413046,413046,413046,1,0.2452,0.2397,0.2407,-0.0048,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,416285,416285,416285,1,0.0234,0.1119,0.0695,0.0259,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,416316,416316,416316,1,0.132,0.2654,0.2051,0.0194,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,416340,416340,416340,1,0.0836,0.2097,0.1515,0.0079,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,416651,416651,416651,1,0.2532,0.299,0.2758,0.0022,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,416777,416777,416777,1,0.1906,0.0394,0.1218,0.0417,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,416780,416780,416780,1,0.0398,0.1309,0.0874,0.0015,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,413918,413918,413918,1,0.0817,0.025,0.054,-0.0118,metabolism,Lipid Metabolism
LOC116515749,NC_045552.1,416273,416273,416273,1,0.3135,0.3716,0.3433,0.0018,metabolism,Lipid Metabolism
LOC116515779,NC_045552.1,59472211,59472211,59472211,1,0,0.0448,0.0227,0.0596,NA,NA
LOC116516211,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex iv
LOC116516217,NC_045552.1,37549036,37549036,37549036,1,0.1045,0.1623,0.134,0.0022,oxphos,ETC complex iv
LOC116516217,NC_045552.1,37550438,37550438,37550438,1,0.0922,0,0.0482,0.0305,oxphos,ETC complex iv
LOC116516483,NC_045553.1,48120748,48120748,48120748,1,0.3657,0.2614,0.3184,-0.0026,color,
LOC116516483,NC_045553.1,48120753,48120753,48120753,1,0.3651,0.374,0.3667,-0.0034,color,
LOC116516483,NC_045553.1,48120849,48120849,48120849,1,0.4632,0.3066,0.4114,0.0209,color,
LOC116516483,NC_045553.1,48118022,48118022,48118022,1,0.3995,0.4006,0.3969,-0.0037,color,
LOC116516483,NC_045553.1,48123289,48123289,48123289,1,0.2638,0.4678,0.4022,0.08,color,
LOC116516483,NC_045553.1,48123292,48123292,48123292,1,0.2244,0.2013,0.2083,-0.0175,color,
LOC116516483,NC_045553.1,48124108,48124108,48124108,1,0.0832,0.5014,0.4565,0.2435,color,
LOC116516483,NC_045553.1,48126344,48126344,48126344,1,0.0761,0.2884,0.1984,0.0487,color,
LOC116516483,NC_045553.1,48120915,48120915,48120915,1,0.3657,0.2177,0.3027,0.0064,color,
LOC116516483,NC_045553.1,48121417,48121417,48121417,1,0.0396,0.2943,0.1903,0.115,color,
LOC116516483,NC_045553.1,48121422,48121422,48121422,1,0.1544,0.0492,0.1042,-0.0345,color,
LOC116516483,NC_045553.1,48122541,48122541,48122541,1,0.4541,0.4428,0.4452,-0.0048,color,
LOC116516483,NC_045553.1,48122558,48122558,48122558,1,0.458,0.4327,0.4431,-0.0054,color,
LOC116516483,NC_045553.1,48122615,48122615,48122615,1,0.4875,0.4499,0.4693,-0.0032,color,
LOC116516483,NC_045553.1,48122618,48122618,48122618,1,0.0196,0.2839,0.176,0.1062,color,
LOC116516483,NC_045553.1,48122627,48122627,48122627,1,0.4613,0.4085,0.436,-0.0032,color,
LOC116516483,NC_045553.1,48122629,48122629,48122629,1,0.4683,0.4114,0.4423,-0.0018,color,
LOC116516483,NC_045553.1,48118019,48118019,48118019,1,0.3995,0.4006,0.3969,-0.0037,color,
LOC116516483,NC_045553.1,48118007,48118007,48118007,1,0.1058,0.0405,0.0738,-0.0177,color,
LOC116516483,NC_045553.1,48126419,48126419,48126419,1,0.3182,0.4862,0.4415,0.0532,color,
LOC116516483,NC_045553.1,48127007,48127007,48127007,1,0.4293,0.4778,0.4561,0.0054,color,
LOC116516483,NC_045553.1,48126346,48126346,48126346,1,0.0791,0.2843,0.1966,0.06,color,
LOC116516483,NC_045553.1,48126407,48126407,48126407,1,0.0421,0.2664,0.1709,0.0412,color,
LOC116516483,NC_045553.1,48127014,48127014,48127014,1,0.1275,0.2637,0.2017,0.0373,color,
LOC116516566,NC_045553.1,18466425,18466425,18466425,1,0.2745,0.409,0.3547,0.0206,oxidative_stress,
LOC116516714,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex iii
LOC116516798,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,transcriptome_FastEvolving
LOC116517048,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex iv
LOC116517285,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxidative_stress,
LOC116517450,NC_045554.1,1807097,1807097,1807097,1,0.4056,0.4999,0.4856,0.0359,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1805793,1805793,1805793,1,0.075,0.063,0.0687,-0.002,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1806218,1806218,1806218,1,0.1917,0.1438,0.1678,-0.0047,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1804161,1804161,1804161,1,0.2732,0.107,0.2005,0.0252,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1805744,1805744,1805744,1,0.157,0.1421,0.149,-0.002,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1805759,1805759,1805759,1,0.0822,0.0777,0.0796,-0.0022,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1805760,1805760,1805760,1,0.075,0.0636,0.069,-0.0017,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1811628,1811628,1811628,1,0.0315,0.0907,0.0617,0.0301,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1815056,1815056,1815056,1,0.2834,0.3774,0.3346,0.0172,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1810321,1810321,1810321,1,0.383,0.3827,0.3812,-0.0021,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1810567,1810567,1810567,1,0.4213,0.4727,0.4512,0.0046,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1815064,1815064,1815064,1,0.2452,0.3896,0.3299,0.0327,metabolism,Lipid Metabolism
LOC116517450,NC_045554.1,1815134,1815134,1815134,1,0.2003,0.0491,0.1313,-0.0124,metabolism,Lipid Metabolism
LOC116517709,NC_045554.1,6803369,6803369,6803369,1,0,0.063,0.0324,0.0174,oxphos,ETC complex iii
LOC116517973,NC_045554.1,47276810,47276810,47276810,1,0.0294,0,0.0149,0.0153,oxphos,ETC complex iv
LOC116518020,NC_045554.1,40121723,40121723,40121723,1,0.374,0.2129,0.3071,-0.0011,oxphos,ETC complex iii
LOC116518020,NC_045554.1,40126144,40126144,40126144,1,0,0.0331,0.0167,-0.0543,oxphos,ETC complex iii
LOC116519097,NC_045556.1,5280140,5280140,5280140,1,0.0749,0.0081,0.0425,0.0089,metabolism,Lipid Metabolism
LOC116519097,NC_045556.1,5280188,5280188,5280188,1,0.4724,0.4964,0.513,0.0288,metabolism,Lipid Metabolism
LOC116519097,NC_045556.1,5273624,5273624,5273624,1,0.178,0.1431,0.1603,-7e-04,metabolism,Lipid Metabolism
LOC116519097,NC_045556.1,5276247,5276247,5276247,1,0.3445,0.3682,0.3553,-0.0014,metabolism,Lipid Metabolism
LOC116519097,NC_045556.1,5280369,5280369,5280369,1,0.1738,0.1021,0.1391,0.0041,metabolism,Lipid Metabolism
LOC116519097,NC_045556.1,5280467,5280467,5280467,1,0.4765,0.4963,0.5121,0.0258,metabolism,Lipid Metabolism
LOC116519415,NC_045556.1,5401214,5401214,5401214,1,0.247,0.279,0.2623,-0.0019,oxphos,ETC complex iv
LOC116519949,NC_045557.1,1471196,1471196,1471196,1,0,0.0191,0.0096,-0.0027,growth,
LOC116519949,NC_045557.1,1474263,1474263,1474263,1,NA,0.1477,NA,NA,growth,
LOC116519949,NC_045557.1,1475619,1475619,1475619,1,0.2884,0.1042,0.2085,0.0072,growth,
LOC116519949,NC_045557.1,1471604,1471604,1471604,1,0.2578,0.3181,0.2886,0.0028,growth,
LOC116519949,NC_045557.1,1474244,1474244,1474244,1,0,0.038,0.0192,0.0791,growth,
LOC116519949,NC_045557.1,1477526,1477526,1477526,1,0.4724,0.5019,0.4935,0.0084,growth,
LOC116519949,NC_045557.1,1480285,1480285,1480285,1,0.4825,0.499,0.4904,6e-04,growth,
LOC116520028,NC_045557.1,5481983,5481983,5481983,1,0.4925,0.4771,0.483,-0.0028,oxphos,ETC complex iii
LOC116520028,NC_045557.1,5484478,5484478,5484478,1,0.4389,0.4459,0.4393,-0.0029,oxphos,ETC complex iii
LOC116520753,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,antioxidant
LOC116520881,NC_045558.1,89709566,89709566,89709566,1,0.1578,0.3887,0.303,0.0493,oxphos,ETC complex iv
LOC116521616,NC_045558.1,123025192,123025192,123025192,1,0.281,0.2433,0.2617,-2e-04,random,
LOC116521616,NC_045558.1,123025209,123025209,123025209,1,0.4639,0.4865,0.4754,3e-04,random,
LOC116521616,NC_045558.1,123025008,123025008,123025008,1,0.4653,0.4884,0.4773,5e-04,random,
LOC116521616,NC_045558.1,123025044,123025044,123025044,1,0.4626,0.4868,0.4752,5e-04,random,
LOC116521616,NC_045558.1,123025073,123025073,123025073,1,0.4598,0.4881,0.4755,0.0014,random,
LOC116521616,NC_045558.1,123025075,123025075,123025075,1,0.4598,0.4881,0.4755,0.0014,random,
LOC116521616,NC_045558.1,123025095,123025095,123025095,1,0.4626,0.4881,0.4763,8e-04,random,
